id,type,arg0,fgType,natsuno<jpn>,kiko<jpn>,shino<jpn>,akane<jpn>,minamo<jpn>,itsuka<jpn>,hinase<jpn>
itemUnuseable00,itemUnuseable,-,doubt,......え、今使えるものじゃなくない？,え......？　今は使えません......,うん？　今使えなくない？,......？　それを今、どうしろってー？,うん？　それ今、どうにかしようある？,......？　今使えるものじゃないと思う,え......？　えーと......それは、今、使えるものですか......？
itemUnuseable_equip00,itemUnuseable_equip,-,doubt,え......もう装備してるけど？,あの......もう装備してます......,え、もう装備してるよ？,えー？　もう装備してるけどー？,？　もう装備しとるよ？,......？　もう装備してるよ,え......もう装備してますよね......？
itemUnuseable_food00,itemUnuseable_food,-,default,料理に使えそうだね。帰ったら何つくろっかなー,料理に使えそうですね。......今、料理は、ちょっと......,料理に使えそうだね！　帰ったらやってみよ,料理に使えるかもねー。今晩は何にしよっかなー,料理に使えるかも......。今晩は何かなぁ,料理に使えそうだ。帰ったら何つくろうか,料理に使えそうです。今日は何にしましょうかね
itemUnuseable_tool00,itemUnuseable_tool,-,doubt,え......もう手に持ってるけど？,あの......もう手に持ってます......,え、もう手に持ってるよ？,えー？　もう手に持ってるけどー？,うーん？　もう手に持ってるよ？,え......。もう手に持ってるけど,え？　もう手に持ってますよ？
itemDrop00,itemDrop,-,default,あ......なんか出てきた......,わっ......なんか出てきました......,お！　なんか出てきた！,おー？　なんか出てきたねー,おおっと......なんか出てきた,ん......。なんか出てきた,あ......何か出てきました......
itemFind00,itemFind,-,default,あ、こんなとこに......,あ......こんなところに,お！　こんなとこに！,おー。こんなところにー？,おっと......こんなとこに,あ......こんなところに,あら......まぁ、こんなところに
itemFindByLetter00,itemFindByLetter,-,default,あ......<br>これが、書き置きにあったやつかな......,あ......<br>これが、書き置きにあったやつ、ですかね......,あ！<br>これが、書き置きにあったやつ、っぽいね！,お......<br>これが、書き置きにあったやつ、だねー,お......<br>これが、書き置きにあったやつかな,お......<br>これが、書き置きにあったやつ、だろうね,あ......<br>これが、書き置きにあったやつ、ですかね？
itemInteract00,itemInteract,-,default,{0}、{1}に使ってみる......,{0}を{1}に使ってみますね......,{0}、{1}に使ってみるね！,{0}、{1}に使ってみるー,{0}、{1}に使ってみよ,{0}を、{1}に使ってみる,{0}、{1}に使ってみます......
itemInteractConfirm00,itemInteractConfirm,-,default,{0}......どれに使うの？,{0}......えと、どれに使いましょう？,{0}......どれに使うの？,{0}......どれに使うー？,{0}......どれに使うん？,{0}......どれに使う？,{0}......どれに使うんでしょう？
itemInteractFailed00,itemInteractFailed,-,default,んー......<br>これに使ってもだめみたい,うーんと......<br>これには使いえないみたいです......,ん－、だめっぽいね<br>これに使うものじゃないや,んー......<br>これに使うのは無理そうだよ,えー......<br>これに使うのはきびしくない？,......いや<br>これに使ってもだめみたいだ,えーと......<br>これに使っても、だめみたいです
itemInteractCancel00,itemInteractCancel,-,doubt,それ......には、使えなくない？,え......それには使えないと思います......,え？　それには使えなくない？,えー？　それに使うのは無理じゃない？,んん......？<br>それには使えんのでは......？,それには......使えないと思う,それ......には、使えないかと......
itemBroken00,itemBroken,-,sad,あ......{0}、壊れちゃった......,あっ......{0}、壊れちゃいました......,あ！　{0}、壊れちゃったよ......,あや、{0}、壊れちゃった......,あ、{0}、壊れちゃった,あ......{0}、壊れた......,あ......{0}、壊れてしまいました......<br>お別れですね......
itemDropEnemy00,itemDropEnemy,-,default,あ......{0}が何か落としてる......,あ......{0}、何か落としました......,お？　{0}が何か落としたねー,お。{0}が何か落としたっぽい......,おー......{0}、何か落としとる......,あ......{0}が、何か落としてる,あ......{0}が何か落としたみたいです......
itemGetBonus00,itemGetBonus,-,default,あ......<br><button>{0}</button>、見つけた<br>車に積んどく,あ......<br><button>{0}</button>、見つけました......<br>車に積んどきますね,お......<br><button>{0}</button>、見つけた！<br>車に積んどくねー！,お。<br><button>{0}</button>、みーっけ<br>車に積んどくねー,あー。<br><button>{0}</button>、見つけた<br>車に積んどけばいいよね,あ......<br><button>{0}</button>、見つけた<br>車に積んでおこう,あ......<br><button>{0}</button>、見つけました<br>車に乗せておきます
itemGetRecord00,itemGetRecord,-,default,{0}件、旅したね<br>せっかくだし、地図に描いとこ<br>......<br>......よし,{0}件、旅しました......<br>せっかくだし、地図に描いておきます<br>......<br>......よし,{0}件、旅したね！<br>せっかくだし、地図に描いとこー<br>......<br>......よーし！,{0}件、旅したねー<br>せっかくだし、地図に描いとこーっと<br>......<br>......よーし,{0}件、旅したよ<br>せっかくだし、地図に描いとこ<br>......<br>......よし,{0}件、旅したかな<br>せっかくだし、地図に描いておこう<br>......<br>......よし,{0}件、旅しましたね<br>せっかくだし、地図、描いておきましょう<br>......<br>......よし
itemPushHouse00,itemPushHouse,-,default,持ってる荷物、全部仕舞っとくね......,持ってる荷物、全部仕舞っときます......,持ってる荷物、全部仕舞っとくね！,持ってるもの、全部仕舞っとくねー,持っとるもの、全部仕舞っとくよ,持ってる荷物、全部仕舞っとく,持ってる荷物、全部仕舞っておきますね
toolInteract00,toolInteract,-,default,<button>{0}</button>使って、<button>{1}</button>調べてみる......,<button>{0}</button>使って、<button>{1}</button>調べてみます......,<button>{0}</button>使って、<button>{1}</button>調べてみよーっと！,<button>{0}</button>使って、<button>{1}</button>調べてみよー,<button>{0}</button>で<button>{1}</button>、調べてみるよ,<button>{0}</button>使って、<button>{1}</button>を調べてみる,<button>{0}</button>を使って、<button>{1}</button>調べてみますね......
locked00,locked,-,sad,鍵かかってるみたい......開かない......<br>どこかに鍵とか落ちてないかな......,鍵かかってます......開けられません......<br>鍵、どこかに落ちてるといいんですけど......,ありゃ。鍵かかってるね。これは開かないや<br>鍵、どっかあるかなー,鍵がかかってるみたい。開けられそーにないね<br>鍵、この辺に落ちてるといーけど,あら、鍵かかっとるね。んー......開かん......<br>鍵、どっか落ちとるかな......,鍵かかってるみたいだ......開かない<br>どこかに鍵、落ちてるといいけど,鍵かかってるみたいです......開きません......<br>どこかに鍵、落ちてませんかね......<br>鍵、お持ちの方ー？
unlock00,unlock,-,default,{0}を使って開けたよ,{0}を使ってみました......。開いた......！,{0}で鍵が開いた！,{0}で解錠したよー,{0}で鍵開けたー,{0}を使って、開けたよ,{0}を使って開けました
hasHole00,findHole,-,default,穴があいてる......何か、はめ込めそう......<br>どこかに使えそうなもの、落ちてないかな......,穴がありますね......。何かはめるのかな<br>使えるもの、どこかにあるといいですけど......,お、穴あいてる。何かはめるっぽいかも？<br>その辺になんか落ちてないかなー,んー？　何かはめ込めそうな穴があるねー<br>使えそうなの、どっかあるかなー,あー......なんか、はめられそうな、くぼみ的なのがある<br>なんか落ちとらんかな,穴があいてる......何か、はめ込めそうだ<br>どこかに使えそうなもの、落ちてるといいけど,穴があいてます......何か、はめ込めるようですけど......<br>どこかに使えそうなもの、落ちてませんかね<br>どなたかー？
fillHole01,fillHole,-,default,あ、{0}がはまった。ぴったり,あ......{0}、きれいにはまりました......,お！　{0}がはまった！,{0}、はめられたよー。ぴったし合ってそう,{0}、はめられた。完璧,{0}がはまった。これで当たりだったらしい,あ、{0}がはまりました。ぴったりです
lockedPassCode00,lockedPassCode,-,default,鍵がかかってるみたい......。数字を入力するところがあるけど......なんて入れてみる？,これ、鍵かかってますね......。パスワードを入力できますけど......なに入れてみます？,鍵、かかってるみたい。パスワードで開くのかな。なんて入れてみる？,パスコードでロックされてるっぽい。なんて入力してみる？,鍵かかっとるね......<br>数字打ち込めるけど......なんて打ってみる？,鍵がかかってるみたいだ......。数字を入力するところがある......何を入力してみる？,鍵がかかってるみたいです......。数字を入力するところがありますね......なんて入れてみましょう？
successPassCode00,successPassCode,-,default,あ、開いた,あ、開きました！,お！　やったね！　開いたよ！,よし、開いたね,おし、開いた,あ......。開いた,あ、なんと<br>開きました
failedPassCode00,failedPassCode,-,default,開かない......ハズレみたい,開きませんでした......,残念、開かなかったよ,だめかー。開かなかった,開かんね。だめらしい,開かない......ハズレみたいだ,開きません......これではないようです......
call00,call,-,default,何？,な、なんでしょう......？,何かな？,何か用？,なんかあった？,何？,なんでしょう？
callFailed00,callFailed,-,default,えーと......なんのこと......？,......？　ええと......ご、ごめんなさい、なんのことか......,ん？　ねぇ、あたしにわかるように言って？,？　なんのこと？,？　なんて？,......？　ごめん、なんのことかわかんない,ええと......なんでしょう？　すみません、よくわからなくて......
callAlready00,callAlready,-,default,ん......今やってる......,は、はい......今やってます......,んん、今やってるよ......,んー、今やってるよー,んん......今やっとる......,ああ......今やってる.よ..,はい......今、やっているところです......
callHistoryed00,callHistoryed,-,default,それ、もう見たくない？,それ、もう見ませんでしたっけ......？,それ、もう見たやつじゃない？,えー？　それ、もう見たよ？,それ、もう見とるやつじゃない？,それ......もう見たと思う,それ、先ほど見ませんでしたか？
callLost00,callLost,-,default,それ、ここにはなくない？,えーと......それ、ここにはないんですけど......,え？　それ、ここにはないよね？,それ、ここにはないけどー？,それ、ここにはなくない？,それ、ここにはないと思うけど,それ、ここにはありませんけれど......
callPost00,callPost,-,default,？　あとでちゃんと調べとくよ。大丈夫、忘れてない,えと......あとでちゃんと調べますから......,？　あとでちゃんと見るよ。だいじょーぶ、忘れてない！,んー？　ちゃんと調べるよ。あとでね,ん？　ああ、あとで調べとく。忘れとらんよ,......？　あとでちゃんと調べとくから。忘れてない,ええと？　あとでちゃんと調べます。ご安心ください
callHas00,callHas,-,default,？　持ってるよ？,え......？　持ってます......けど......,ん？　ちゃんと持ってるよー？,えー？　持ってるけどー？,え？　持っとるよ？,......？　持ってるけど,？　持ってますよ。大丈夫です
encount00,encount,-,default,{0}がいた！　戦うしかないかも......！,うわっ！　{0}がいました！　うう......戦うしか......,{0}がいた！　こりゃ、逃げられないね......,{0}、見つけた......。逃げる......のは、無理っぽい......,{0}、みっけた......。逃げられんよね......これは......,{0}がいた......。戦うしかないな......,{0}がいました......！　これはもう、逃げられないですね......
encountSurvivor00,encountSurvivor,-,default,{0}と手合わせ......<br>やるしかないかぁ......なんかやる気満々だし......,{0}さんとお手合わせ......<br>うぅ......やるしかないんですか......,{0}と一戦！<br>お手合わせ願おう！,{0}とお手合わせ......<br>手加減してね......！,{0}とお手合わせ<br>いざ,{0}とお手合わせ......,{0}とお手合わせ......！<br>負けませんよ......！
assault00,assault,-,default,{0}......！　やるしかないよね......,{0}です......。戦います......！,{0}、だね......！　やるよっ,{0}、だねー......やっちゃおっかー！,{0}、ね。やるしかない......よねー......,{0}......。相手するしかない......,{0}......！　やるしかありません......！
joinBattle00,joinBattle,-,default,わたしも加勢するよ！,わ、わたしも加勢します......！,あたしも戦う！,お、アタシも加勢するよ,おっと、うちも戦うよ！,私も加勢する......！,私も加勢します！
battleWin00,battleWin,-,default,ふぅ......なんとか倒した......,はぁぁぁ.......やられずにすみました......怖かった......,もう動かないね......ほっ......,ふー。動かなくなった。もうだいじょーぶ,はー......動かんくなった......,よし......なんとか倒した,ほっ......なんとかなりました......
battleWinSurvivor00,battleWinSurvivor,-,default,わたしの勝ち......っぽい？,勝ち......みたいです,勝ったー。いえい,勝っちゃったねー,うん、うちの勝ちだね,勝ち、だね,じゃあ、私の勝ちですね
kill00,kill,-,default,{0}をやったよ！,{0}をやりました！,{0}を倒した！,{0}、やったったー,{0}、たおした！,{0}を倒した,{0}をやりました！
killSurvivor00,killSurvivor,-,default,あ......勝った？,えと......勝ち、ですか......？,お！　あたしの勝ち？,おー。アタシ勝っちゃった？,うちの勝ち......かな？,私の勝ち......でいいかな,私の勝ち......でしょうか......？
battle_noWeapon00,battle_noWeapon,-,serious,そのへんに落ちてるもので戦うしかないか......,ひ、拾った棒で戦うしかない......ですよね......,そのへんのもので殴るしかないかぁ......,あー......武器ない......この棒切れで戦うかー,武器は、この竹刀だけ！,その辺りに落ちてるもので戦うしかないか......,何か、落ちてるもので戦うしかありませんね......！
battle_noAmmo00,battle_noAmmo,-,serious,あ、弾切れ......そのへんに落ちてるもので戦うしかないか......,弾がないです......その辺の棒で戦うしか......,あちゃー、弾切れだ......そのへんのもので殴るしかないかぁ......,あー......弾がない......この棒切れで戦うかー,んー......弾がないんじゃ使えんね......,弾切れか......その辺に落ちてるもので戦うしかない......,あ、弾切れでした......落ちてるもので戦うしかありませんね......
battle_attack00,battle_attack,-,serious,このっ......！,えい！,そりゃ！,どいてよ！,とうっ......！,これでっ......！,ほらっ......！
battle_attack01,battle_attack,-,serious,あいつの足を潰した！,こないで！！,こないでよ！,これで倒れろ......！,これでどうだ......！,もう倒れてくれ......！,これでどう......！
battle_attack_weapon00,battle_attack_weapon,-,serious,当たった！,当たれ......！,このぉ！,一発あーたり！,一発あてた！,当てた！,当たりました！
battle_attack_survivor00,battle_attack_survivor,-,serious,この......っ！,えい......！,とりゃ！,とうっ！,めーんっ,この......！,これでどう......！
battle_attack_survivor01,battle_attack_survivor,-,serious,てい......！,と、とぅ......っ,せいっ！,当たってよ......！,どーうっ,これで！,ほらっ！
battle_attack_survivor02,battle_attack_survivor,-,serious,もうっ......！,もうっ......！,これでどうだっ,ほら......！,てーいっ,当たれ......！,とうっ......！
battle_damage00,battle_damage,-,serious,離せっ......この......！,やめてください！　いやだっ！,やだやだ！　やめてっ,ううっ......,うっ......！,邪魔だ......！,離して......もうっ......！
battle_damage01,battle_damage,-,serious,もうっ......！,いや......っ！,くぅ......！,もう......この......！,やめっ......！,このっ......！,いたた......
battle_damage_survivor00,battle_damage_survivor,-,serious,いたっ......！,あいたっ......,いったぁ......,いったー,うっ......,くっ......,うっ......！
battle_damage_survivor01,battle_damage_survivor,-,serious,あぶなっ......,うぅ......,くぅ......！,うっ......,くぅ......！,うっ......！,いたた......
battle_attack_miss00,battle_attack_miss,-,serious,はずした......！,は、はずしちゃいました......！,はずした！,はずした......！,はずした......！,はずした......！,はずしてしまいました......！
battle_attack_miss01,battle_attack_miss,-,serious,当たんなかった......！,当たりません......！,ちぇっ......当たんない......！,くーっ......当たらない......！,ちぇっ......当たらん......！,当たらない......！,当たりません......！
battle_attack_miss02,battle_attack_miss,-,serious,あっ......当てられなかった......,わっ......避けられました......！,避けないでよ......！,避けるな......！,よけんでよ......！,くっ......当てられなかった,もうっ......当てられない......
battle_wait00,battle_wait,-,serious,さて......,どうしよう......,さーてさて......,ほらほら、おいで～？,ほらほら......打っておいで,さて......,はて......どうしましょう......
battle_wait01,battle_wait,-,serious,どう攻めようかな......,ええと......,かかってこーい！,さーて......,どう攻めようかね......,どうしようか......,はてはて......
comeEnemy00,comeEnemy,-,serious,{0}、こっち来る......,{0}、こっちに来ます......,{0}、こっち来る......！,{0}、こっち来てるね......,{0}、こっち来とるね......,{0}、こっち来てる......,{0}、こっちに来ます......
comeEnemy01,comeEnemy,-,serious,{0}、近寄ってくる......,{0}、迫ってきます......！,{0}、近づいてくる......！,{0}、にじり寄ってくる......！,{0}、近寄ってきとる......！,{0}、近寄ってくるな......,{0}、近寄ってきますね......
comeEnemy02,comeEnemy,-,serious,{0}、こっちに来てる......！,{0}、近づいてきます......！,{0}、寄ってくる......！,{0}、こっち来る......！,{0}、こっち寄ってくるじゃん......,{0}、近づいてくる......,{0}、寄ってきてます......！
confirmEscapeBattleBoss00,confirmEscapeBattleBoss,-,serious,今なら、逃げられるかも......！<br>どうする？　<button>逃げる</button>？　このまま<button>戦う</button>？,い、今なら......逃げられるかもです！<br>どうしましょう、<button>逃げます</button>？　このまま<button>戦います</button>？,今なら......逃げられるかも......！<br>どうする？　<button>逃げちゃう</button>？　<button>このまま戦う</button>？,んー......今なら、逃げられるかも......<br>どーする？　<button>逃げる</button>？　このまま<button>戦う</button>？,んー......今なら、逃げられるかも......<br>どーする？　<button>逃げとく</button>？　このまま<button>戦う</button>？,今なら、逃げられるかもしれない......<br>どうする？　<button>逃げる</button>？　このまま<button>戦う</button>？,今なら、逃げられるかもしれません！<br>どうしましょう？　<button>逃げる</button>か、このまま<button>戦う</button>か......
dead00,dead,-,serious,あ......だめ、かも......<br>もう、立てない......ごめんね......,いたいっ！　<br>......え？<br>ああ.......ごめんないさ.......あたし、もう......,あちゃ～......あたしの運もここまでかぁ......<br>あーあ......<br>ごめんね......,あー、れー......あー、もう無理かも......<br>ごめん......ここまで......みたい......,う......あー......<br>ごめん、もう無理......<br>うち、ここまで......みたい......,くっ......<br>ここまでみたいだ......ごめん......私......,あ......だめ、かも......<br>もう、立てない......ごめんね......
staminaLost00,staminaLost,-,sad,あー......<br>もう......お腹すきすぎて動けないよ......<br>帰る......,うう......<br>お腹がぺこぺこで......これ以上は......<br>一度、帰りましょう......,うー......<br>もう動けないよー......お腹空いたー<br>いったん帰ろー......,あー......<br>もーだめ......お腹空きすぎ......動けない......<br>一度、帰るねー......,あー......もう......<br>お腹空きすぎ<br>帰らせて......,あー......<br>もう......お腹すきすぎて動けないよ......<br>帰る......,うーん......<br>ごめんなさい、もう......お腹空きすぎて......<br>いったん、帰らせてください......
changedStamina_200,changedStamina_2,-,default,ちょっとお腹空いてきたかも......,ちょっとだけ......お腹空いてきました......,ちょっと小腹空いてきたなー,小腹すいたなー,小腹、空いてきたねぇ,少し小腹が空いてきたな,少々、小腹が空いてきましたね......
changedStamina_300,changedStamina_3,-,sad,お腹空いたな......,お腹空いたな......,あー、お腹空いた！,んー.......お腹空いた......,お腹すーいた......,お腹空いてきた......,お腹が鳴りそうです......お恥ずかしい......
changedStamina_400,changedStamina_4,-,sad,もう......お腹空きすぎで......歩きたくない......,もう、お腹ぺこぺこで......これ以上は......,もー、お腹ペコペコ！,あー......もう動きたくなーい......お腹空いた......,うぅ......お腹空きすぎて、お腹痛くなってきた......,お腹空いた......もう、これ以上は......,もうお腹もなりません......うう......
use00,use,-,default,{0}を使ったよ,{0}を使いました！,{0}を使ったよ！,{0}、使ったよー,{0}、使ったよ,{0}、使った,{0}を使いました
equip00,equip,-,default,{0}を装備したよ,{0}を装備しました......,{0}を装備完了！,{0}、装備したよー,{0}、装備した,{0}、装備した,{0}を装備しました
