id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main2-1,bg,scenario00
main2-2,talk,akane,......とはいえ、実は、ずっとナツノちゃんのこと探してたんだけどね
main2-2,talk,natsuno,え......？
main2-2,talk,natsuno,そうなの？
main2-2,talk,akane,まーね
main2-2,talk,natsuno,それって、アカネさんが？
main2-2,talk,natsuno,それとも......
main2-2,talk,akane,キャンプのみんなが、だよ
main2-2,talk,natsuno,それじゃ......
main2-2,talk,akane,キャンプのみんなも無事だよ
main2-2,talk,akane,怪我人がいくらか出たけど、命に別状なし
main2-2,talk,akane,あの倉庫はもう使えなくなっちゃったけど......別のところに移って、暮らしてる
main2-2,talk,natsuno,そうなんだ......
main2-2,talk,natsuno,よかった......
main2-2,talk,natsuno,けど、どうやってわたしのこと見つけたの？
main2-2,talk,natsuno,結構、遠くまで来ちゃったのに......
main2-2,talk,akane,やー、ナツノちゃんどこ行ったかなーって探し回ってたら
main2-2,talk,akane,聞き覚えのあるエンジン音がしてさ
main2-2,talk,akane,まさか本当にまた会えるとは、正直思ってなかったけどね
main2-2,talk,natsuno,そっか......
main2-2,talk,akane,ま、そーゆーことだから
main2-2,talk,akane,アタシたちのキャンプ、来るでしょ？
main2-2,fg,survivor00,right-right,0.5,smile
main2-2,talk,natsuno,......うん
main2-2,talk,akane,......
main2-2,pauseBgm
main2-2,talk,akane,......で
main2-2,fg,survivor00,right-right,0.5,default
main2-2,talk,natsuno,......うん？
main2-2,talk,akane,ナツノちゃん......
main2-2,talk,akane,さっき
main2-2,fg,survivor03,right-left,0.5,serious
main2-2,talk,akane,誰と喋ってたわけ？
main2-2,talk,natsuno,......
main2-2,talk,natsuno,............
main2-2,talk,natsuno,........................
main2-2,talk,natsuno,......あ
main2-2,wait,1
main2-2,fadeOut,1
main2-2,newPage
main2-2,fg,survivor00,right-right,0.5,serious
main2-2,fg,survivor03,right-left,0.5,serious
main2-2,wait,1
main2-2,fadeIn,1
main2-2,talk,akane,......
main2-2,talk,akane,............
main2-2,talk,akane,......ふーん
main2-2,playBgm,scenario03
main2-2,talk,akane,電波もないのに、通話ができる......ねー
main2-2,talk,akane,......
main2-2,fg,survivor00,right-right,0.5,depress
main2-2,talk,natsuno,......ごめんなさい
main2-2,talk,natsuno,黙ってて
main2-2,talk,akane,アタシにも隠してたのは、はんせーしてほしいけど
main2-2,talk,akane,......けど、まぁ
main2-2,talk,akane,こんな状況だし
main2-2,fg,survivor03,right-left,0.5,default
main2-2,talk,akane,隠し事の一つや二つ、責められるようなことじゃない......よね
main2-2,talk,akane,アタシたちに見せたら、取り上げられて調べられそうっていうのは、正直そのとおりだし
main2-2,talk,akane,......にしても、どういうカラクリなんだろ
main2-2,talk,natsuno,さぁ......
main2-2,talk,akane,うーん......
main2-2,talk,akane,電話......しかもビデオ通話ができるようなシステムが動いてるわけないしなぁ
main2-2,talk,akane,いつも繋がってるの？
main2-2,fg,survivor00,right-right,0.5,serious
main2-2,talk,natsuno,ううん
main2-2,talk,natsuno,ずっとじゃないよ。ときどき、かけてもないのに繋がる感じ
main2-2,talk,akane,電源が入ってなくても繋がったりする？
main2-2,fg,survivor00,right-right,0.5,default
main2-2,talk,natsuno,？　そんなわけないよ
main2-2,talk,akane,......
main2-2,talk,akane,......ふぅん
main2-2,talk,akane,ま、わかったよ
main2-2,talk,akane,このことは、みんなには内緒にしとく
main2-2,talk,natsuno,え......
main2-2,fg,survivor03,right-left,0.5,smile
main2-2,talk,akane,その代わり、何かわかったことがあったら、アタシにはちゃんと教えてね
main2-2,talk,natsuno,......うん
main2-2,fg,survivor00,right-right,0.5,smile
main2-2,talk,natsuno,ありがと
main2-2,fg,survivor03,right-left,0.5,serious
main2-2,talk,akane,......
main2-2,talk,akane,......まさか、ねー......
main2-2,wait,3
main2-2,end,questSuccess
-,,,
main2-3,bg,location03
main2-3,fg,survivor03,right-left,0.5,serious
main2-3,talk,akane,......
main2-3,talk,natsuno,......アカネさん？
main2-3,talk,akane,......
main2-3,playBgm,scenario01
main2-3,talk,natsuno,あ......
main2-3,fg,survivor00,right-right,0.5,serious
main2-3,talk,natsuno,......
main2-3,talk,natsuno,その人......
main2-3,talk,natsuno,もしかして......
main2-3,talk,natsuno,さっきまで生きてた、とか......？
main2-3,talk,akane,......
main2-3,talk,akane,......や
main2-3,talk,akane,アタシが見つけたときには、もうこうだった
main2-3,talk,natsuno,身体から、いっぱい出てる、これ......
main2-3,talk,natsuno,アンテナ、だよね......
main2-3,talk,akane,......そーだね
main2-3,fg,survivor00,right-right,0.5,depress
main2-3,talk,natsuno,身体から、アンテナが生えるみたいに出てきて、死んでる......
main2-3,talk,natsuno,わたしが前に見た、通信機がお腹から出てきた人と似てる......
main2-3,talk,akane,......ナツノちゃん、見たことあるんだ
main2-3,talk,natsuno,うん......
main2-3,talk,akane,それって、どのあたり？
main2-3,fg,survivor00,right-right,0.5,serious
main2-3,talk,natsuno,どのあたりだろ......
main2-3,talk,natsuno,アカネさんに会うよりも、ちょっと前だから......
main2-3,talk,natsuno,詳しい場所は、憶えてないかも
main2-3,talk,akane,......そっか
main2-3,talk,akane,......ときどき、こういう感染者がいるの
main2-3,talk,akane,身体の内側から変容して、何かが出てくる......
main2-3,talk,akane,出てくるものはいろいろでさ
main2-3,talk,akane,アンテナとか、通信機みたいな人工物もあるし
main2-3,talk,akane,植物とか、得体も知れない液体のときもある
main2-3,talk,akane,見たこともない生き物の胎児......みたいなのも、あったね
main2-3,talk,akane,......人間の方も、出てきた生き物の方も、死んじゃってたけど
main2-3,talk,akane,......
main2-3,talk,akane,アタシたちはさ
main2-3,talk,akane,実は......感染者がみんな、そうなんじゃないかって思ってる
main2-3,fg,survivor00,right-right,0.5,default
main2-3,talk,natsuno,そう......？
main2-3,talk,akane,内側から、何かに変容しようとしてる......ってこと
main2-3,talk,natsuno,......？
main2-3,talk,akane,このパンデミックは
main2-3,talk,akane,細菌やウイルスが原因で起きたものじゃない
main2-3,talk,natsuno,......え
main2-3,talk,natsuno,それ、前に会った人も言ってた......
main2-3,talk,akane,そっか
main2-3,talk,akane,このことは、まだ国とか社会が完全になくなっちゃう前にわかってたから
main2-3,talk,akane,知ってる人は知ってるね
main2-3,talk,natsuno,......それって、どういうことなの？
main2-3,talk,akane,......
main2-3,talk,akane,アタシたちのキャンプを襲った、感染者たちもみんな
main2-3,talk,akane,こうやって、身体の内側から何かに変容してるってこと
main2-3,talk,akane,細菌とかウイルスのせいじゃなくて
main2-3,talk,akane,身体そのものが......自分から、何か別のものになろうとしてる
main2-3,talk,akane,それが、この人のアンテナみたいに身体から本当に出てきて死んじゃう人もいれば
main2-3,talk,akane,その前に、身体や精神がおかしくなって、人を襲い始める人もいる
main2-3,talk,natsuno,身体が、自分から......？
main2-3,talk,natsuno,なんで......？
main2-3,talk,akane,さぁ
main2-3,talk,akane,そこまでは、アタシたちも......たぶん、世界中の誰も、まだわかってない
main2-3,talk,natsuno,......
main2-3,talk,natsuno,......さっきから、アタシ『たち』って言ってるけど
main2-3,talk,natsuno,それって......
main2-3,talk,akane,アタシたちは......
main2-3,talk,akane,あのキャンプに集まってるみんなは、もともと今回の件を調査するために集められた研究員たちなの
main2-3,talk,akane,......ま、集められてすぐ、調査とかそんなこと言ってられる状況じゃなくなって
main2-3,talk,akane,結局、ほとんど何もできなかったんだけどね
main2-3,fg,survivor00,right-right,0.5,serious
main2-3,talk,natsuno,......そう、なんだ
main2-3,pauseBgm
main2-3,fgRemove,survivor00,0.5
main2-3,fgRemove,survivor03,0.5
main2-3,talk,akane,......
main2-3,talk,akane,......これは、パンデミックなんかじゃない
main2-3,talk,akane,身体が......
main2-3,talk,akane,アタシたちの身体が、自分から、何か別のものに変わろうとしてる
main2-3,talk,akane,まるで......
main2-3,talk,akane,何かから、呼びかけられてるみたいに
main2-3,wait,3
main2-3,end,questSuccess,
-,,,
main2-4,bg,location13
main2-4,playBgm,environment00
main2-4,talk,natsuno,戻りました......っと
main2-4,fg,survivor03,right-left,0.5,serious
main2-4,talk,akane,......
main2-4,wait,1,
main2-4,fgRemove,survivor03,1.0
main2-4,wait,1,
main2-4,talk,natsuno,......あ。アカネさんだ
main2-4,talk,natsuno,何してるんだろ、あんな隅っこで
main2-4,talk,natsuno,......
main2-4,talk,natsuno,......ちょっと見に行ってみるね
main2-4,wait,1,
main2-4,fadeOut,1,
main2-4,newPage,
main2-4,fgClear,
main2-4,fg,survivor03,right-left,0,serious
main2-4,fadeIn,1,
main2-4,talk,akane,......
main2-4,fg,survivor00,right-right,0.5
main2-4,talk,natsuno,......何してるの？　こんなとこで
main2-4,playBgm,character03
main2-4,fg,survivor03,right-left,0.5,default
main2-4,talk,akane,おー
main2-4,talk,akane,......ナツノちゃん
main2-4,talk,akane,見つかっちゃったかー
main2-4,talk,natsuno,......見つかっちゃ、だめなことしてるの？
main2-4,talk,akane,ううん
main2-4,talk,akane,別にー
main2-4,fg,survivor03,right-left,0.5,smile
main2-4,talk,akane,見られて困るものなんて、アタシには何一つない！
main2-4,fg,survivor00,right-right,0.5,zito
main2-4,talk,natsuno,......一つくらいは、あってほしいけど
main2-4,fg,survivor03,right-left,0.5,default
main2-4,talk,akane,ま
main2-4,talk,akane,何かっていうと......
main2-4,talk,akane,これ、なんだけど
main2-4,fg,survivor00,right-right,0.5,serious
main2-4,talk,natsuno,......これって
main2-4,playBgm,scenario01,
main2-4,fg,survivor03,right-left,0.5,serious
main2-4,talk,akane,前に、アンテナに変容した感染者、見たでしょ？
main2-4,talk,natsuno,うん......
main2-4,talk,natsuno,アカネさんと一緒に見たやつだよね......
main2-4,talk,akane,そそ
main2-4,talk,akane,あのあと、実は、あの感染者から、アンテナだけを切除して持ち帰ったの
main2-4,talk,akane,正確には、アンテナと、それに付随する回路ね
main2-4,talk,natsuno,......そんなこと、してたんだ
main2-4,talk,akane,まぁ、アタシたちは曲がりなりにも、研究機関だから
main2-4,talk,akane,や、もちろん雇い主ももういないし、別に調べる義務なんかないんだけど
main2-4,talk,akane,それでも、みんな気になるっていうか
main2-4,talk,akane,そーゆー性分なもんでね
main2-4,talk,akane,それで
main2-4,talk,akane,そのアンテナと、適当なスピーカーを繋げてみたんだけど......
main2-4,talk,natsuno,......
main2-4,fg,survivor00,right-right,0.5,doubt
main2-4,talk,natsuno,............
main2-4,talk,natsuno,......何か聞こえる？
main2-4,talk,akane,そ
main2-4,talk,akane,何かしらの信号を捉えているみたいなの
main2-4,talk,natsuno,......
main2-4,talk,akane,で、さらに、これだけの話じゃなくて
main2-4,talk,akane,感染者から摘出されたものは、ときどきこうして、何かのパターンを示していることがあって......
main2-4,talk,akane,アタシたちは、この信号が、今回のパンデミックを解明する手がかりだと思ってるわけ
main2-4,talk,akane,この信号の謎が解ければ、何かわかるかもってね
main2-4,talk,natsuno,何かって？
main2-4,fg,survivor03,right-left,0.5,default
main2-4,talk,akane,さぁ？
main2-4,talk,akane,そんなのは、見つけてみるまでわかんない
main2-4,talk,natsuno,......
main2-4,fg,survivor00,right-right,0.5,serious
main2-4,talk,natsuno,......ちなみに、アカネさんは
main2-4,talk,natsuno,どう思ってるの？
main2-4,talk,akane,どう、って？
main2-4,talk,natsuno,予想というか。仮説というか
main2-4,talk,natsuno,そういうの、あったりするのかなって
main2-4,talk,akane,......
main2-4,talk,akane,......仮説なんて立てられるほど、わかっていることがあるわけじゃないよ
main2-4,talk,akane,ってゆーか、なーんもわかんない
main2-4,talk,akane,信号を受信してるのがわかったのだって、たまたまだし
main2-4,talk,akane,......
main2-4,fg,survivor03,right-left,0.5,serious
main2-4,talk,akane,けど、まぁ
main2-4,talk,akane,アタシの勝手な想像なら、ある
main2-4,talk,natsuno,どんな？
main2-4,talk,akane,......笑わない？
main2-4,talk,natsuno,笑わないよ
main2-4,fg,survivor00,right-right,0.5,smile
main2-4,talk,natsuno,あはは
main2-4,fg,survivor03,right-left,0.5,default
main2-4,talk,akane,もう笑ってるじゃん
main2-4,talk,akane,教えてあーげない
main2-4,fg,survivor00,right-right,0.5,default
main2-4,talk,natsuno,ごめんて
main2-4,talk,natsuno,教えてよ
main2-4,talk,natsuno,もう笑わないから
main2-4,pauseBgm
main2-4,fg,survivor03,right-left,0.5,serious
main2-4,talk,akane,......
main2-4,talk,akane,......誰かがね
main2-4,talk,akane,誰かが......アタシたちに、語りかけてるんじゃないかって思うの
main2-4,fg,survivor00,right-right,0.5,serious
main2-4,talk,natsuno,......？
main2-4,talk,akane,アタシたちは、語りかけられていて
main2-4,talk,akane,アタシたち自身は、私たちの意識は......まるで何も感じていないけど
main2-4,talk,akane,身体が......身体だけが、それに応えようとしているんじゃないかって
main2-4,talk,akane,......そんな風に思うんだ
main2-4,talk,natsuno,誰か......
main2-4,talk,natsuno,誰かって、誰？
main2-4,talk,akane,たとえば......そう
main2-4,talk,akane,宇宙人......とか？
main2-4,talk,akane,......
main2-4,talk,akane,............
main2-4,playBgm,character03
main2-4,fg,survivor03,right-left,0.5,default
main2-4,talk,akane,......ここは、笑うとこなんだけど
main2-4,fg,survivor00,right-right,0.5,smile
main2-4,talk,natsuno,......はは
main2-4,talk,natsuno,宇宙人、かぁ
main2-4,talk,natsuno,......
main2-4,talk,natsuno,いるのかな、宇宙人
main2-4,fg,survivor03,right-left,0.5,smile
main2-4,talk,akane,さーねー
main2-4,talk,akane,でも、宇宙人の仕業とかじゃなけりゃ
main2-4,talk,akane,あり得ないもん、こんなの
main2-4,talk,akane,身体からアンテナが生えてくるとか
main2-4,talk,akane,どんなサプライズだよ、って感じ
main2-4,fg,survivor03,right-left,0.5,default
main2-4,talk,akane,意味わかんないでしょ
main2-4,talk,natsuno,......たしかに
main2-4,fg,survivor00,right-right,0.5,serious
main2-4,talk,natsuno,......宇宙人......か
main2-4,wait,1
main2-4,end,questSuccess,
-,,,
main2-5,bg,location13
main2-5,fg,survivor00,right-right,0.5,serious
main2-5,playBgm,character00
main2-5,talk,natsuno,......アカネさん
main2-5,fg,survivor03,right-left,0.5
main2-5,wait,1.0,
main2-5,talk,akane,んー？
main2-5,talk,akane,なにー？
main2-5,talk,natsuno,......前、言ってたことなんだけど
main2-5,talk,akane,前......？
main2-5,talk,akane,あー......
main2-5,talk,akane,どれだろ
main2-5,fg,survivor03,right-left,0.5,smile
main2-5,talk,akane,アタシの恋バナのくだり？
main2-5,fg,survivor00,right-right,0.5,zito
main2-5,talk,natsuno,......そんなの、聞いたことない
main2-5,talk,natsuno,それはそれで、ちょっと興味あるけど
main2-5,talk,natsuno,そうじゃなくて......
main2-5,playBgm,scenario01
main2-5,fg,survivor00,right-right,0.5,serious
main2-5,talk,natsuno,あの......宇宙人の話
main2-5,fg,survivor03,right-left,0.5,serious
main2-5,talk,akane,あー......
main2-5,fg,survivor03,right-left,0.5,default
main2-5,talk,akane,そ、そんな話、したっけなー......
main2-5,talk,akane,お、憶えてないなー......
main2-5,talk,akane,......
main2-5,talk,natsuno,......したじゃん
main2-5,talk,akane,......
main2-5,talk,akane,......したけど
main2-5,talk,akane,他人から聞かされると、なんかほんと、バカみたいで
main2-5,talk,akane,ヘコむな......
main2-5,talk,akane,なんでそんな話しちゃったんだろ、アタシ......
main2-5,fg,survivor00,right-right,0.5,zito
main2-5,talk,natsuno,知らないよ......
main2-5,talk,akane,......で？
main2-5,talk,akane,それが何って......？
main2-5,fg,survivor00,right-right,0.5,serious
main2-5,talk,natsuno,宇宙人が──
main2-5,talk,akane,ちょいストップ
main2-5,talk,akane,宇宙人って単語使うの、ナシにしない？
main2-5,talk,natsuno,え......
main2-5,fg,survivor00,right-right,0.5,default
main2-5,talk,natsuno,じゃあどう言えばいいの？
main2-5,talk,natsuno,説明するの、むずくない......？
main2-5,talk,akane,じゃあ、代わりにチュパカブラと呼ぶことにしよう
main2-5,fg,survivor00,right-right,0.5,zito
main2-5,talk,natsuno,あんま変わんないよ......
main2-5,talk,akane,......
main2-5,fg,survivor00,right-right,0.5,serious
main2-5,talk,natsuno,で、その宇宙人が
main2-5,talk,akane,......はい
main2-5,talk,natsuno,宇宙人から、何かの信号が送られてきてて......
main2-5,talk,natsuno,わたしたちの身体が、そのせいでおかしくなってるって話......だったよね
main2-5,fg,survivor03,right-left,0.5,serious
main2-5,talk,akane,うん......まぁ
main2-5,talk,akane,宇宙人ってのは、もののたとえというか、アタシの妄言だけど
main2-5,talk,natsuno,うん
main2-5,fg,survivor00,right-right,0.5,doubt
main2-5,talk,natsuno,でも......そんなこと、あり得る？
main2-5,talk,natsuno,どうして宇宙人は、わたしたちと直接話さないの？
main2-5,talk,natsuno,身体をおかしくする必要なんてなくない？
main2-5,talk,akane,......
main2-5,talk,akane,......そもそも、宇宙人が信号を送ってきてるっていうのって、アタシの妄言だし
main2-5,talk,akane,仮説というか、仮説にも満たない、ただの妄想だけど
main2-5,talk,akane,仮に──ほんとに仮に、宇宙人か何かが信号を送ってきているんだとして
main2-5,talk,akane,たとえばその宇宙人が、アタシたちと同じような「意識」をもっているとは限らないじゃない？
main2-5,fg,survivor03,right-left,0.5,default
main2-5,talk,natsuno,......？
main2-5,talk,natsuno,どゆこと？
main2-5,talk,natsuno,わたしたちに信号を送ってるのに......？
main2-5,talk,akane,向こうが、意志をもって信号を送ってるとは限らないよ
main2-5,talk,akane,そんなつもりは全然なくて、たまたま信号が届いちゃっただけかも
main2-5,talk,akane,手違いだった、とか
main2-5,talk,akane,そもそも届けるつもりじゃなかった、とか
main2-5,talk,akane,もしくは
main2-5,talk,akane,宇宙人に意志なんかなくて、勝手に届いちゃってる、とか
main2-5,fg,survivor00,right-right,0.5,serious
main2-5,talk,natsuno,......それって、宇宙人っていうか......
main2-5,talk,akane,こんな風に説明すると、そーだね
main2-5,talk,akane,どっちかってゆーと、自然現象みたいだね
main2-5,talk,natsuno,自然現象......
main2-5,talk,akane,半年前、何かをきっかけに、何かの信号が世界中に届くようになって
main2-5,talk,akane,その信号を受け取った人々の身体が、次々とおかしくなっちゃって
main2-5,talk,akane,地震とか、台風とか、そーゆー自然現象の一つなのかも
main2-5,talk,akane,......ま
main2-5,talk,akane,こんなの、なんの説明にもなってないけどね
main2-5,fg,survivor00,right-right,0.5,doubt
main2-5,talk,natsuno,......
main2-5,talk,natsuno,それで......わたしたちに意識できないところで、わたしたちの身体がおかしくなる......
main2-5,talk,natsuno,身体だけが、誰かの声を聞いて、応えようとしてる
main2-5,talk,natsuno,わたしたちの知らないところで......
main2-5,fg,survivor00,right-right,0.5,depress
main2-5,talk,natsuno,......
main2-5,wait,1
main2-5,end,questSuccess,
-,,,
main2-6,bg,computer00
main2-6,playBgm,scenario00
main2-6,talk,,自分の知らないところで、自分の身体が、何かに応えようとしている......。
main2-6,talk,,彼女と一緒に黙り込んで考えてしまった。
main2-6,talk,,そんなことがあり得るだろうか。
main2-6,talk,,自分の身体がやっていることを、自分で知らない。
main2-6,talk,,意識できない。
main2-6,talk,,それでも身体は変容していて、その変容に耐え切れず、やがて意識を失った怪物になり果ててしまう......。
main2-6,talk,,そんなになるまで、身体だけが、勝手に変わってしまう。
main2-6,wait,1,
main2-6,fadeOutTextLine
main2-6,newPage,
main2-6,fadeInTextLine
main2-6,talk,,うまく想像できなかった。
main2-6,talk,,自分の身体が、勝手に、ひとりでに何かに応えようとして変わってしまうなんて。
main2-6,talk,,想像もつかない。
main2-6,talk,,でも、と思う。
main2-6,talk,,でも......そんなのは、もしかしたら、なんら奇妙なことではないのかもしれない。
main2-6,talk,,風邪を引くと、くしゃみが出て、熱が出る。
main2-6,talk,,身体が勝手に、ウイルスと闘おうとする。
main2-6,talk,,意識が気がつくよりも前に。
main2-6,talk,,それだって、意識の知らないところで、身体が動いているといえるかもしれない。
main2-6,talk,,何も風邪に限った話ではなくて、普段暮らしている間も、身体は、意識とは関係のないところではたらいているのかも。
main2-6,talk,,心臓を動かしたり、食べたものを吸収したり。
main2-6,talk,,そんなのだって、意識には一つも昇ってこない。
main2-6,talk,,身体が......この身体が、一人でにやっている。
main2-6,wait,1,
main2-6,fadeOutTextLine
main2-6,newPage,
main2-6,fadeInTextLine
main2-6,talk,,なんだか急に、不思議な気分になった。
main2-6,talk,,頼もしいような、恐ろしいような。
main2-6,talk,,自分の身体が、自分のものではなくなってしまったみたいな。
main2-6,talk,,それは、たぶん最初からそうだったのだけれど。
main2-6,talk,,今まで、そんな風に考えたことがなかっただけで。
main2-6,talk,,意識の知らないところで、身体は動いている。
main2-6,talk,,意識の知らないことを......身体は知っている。
main2-6,talk,,......そんなことを、彼女と話してみようと思った。
main2-6,wait,1
main2-6,end,questSuccess
-,,,
main2-7,bg,location13
main2-7,fg,survivor00,right-right,0,serious
main2-7,playBgm,scenario00,serious
main2-7,talk,natsuno,......うん
main2-7,talk,natsuno,わたしも同じこと、考えてた
main2-7,talk,natsuno,この身体の、わたしの知らないところで......
main2-7,talk,natsuno,......
main2-7,fg,survivor00,right-right,0.5,default
main2-7,talk,natsuno,誰なんだろ
main2-7,talk,natsuno,誰が、わたしたちに語りかけてるんだろ......
main2-7,talk,natsuno,この空の向こうに宇宙人でもいるのかな
main2-7,talk,natsuno,それとも、別の誰かかな......
main2-7,talk,natsuno,うーん......
main2-7,talk,natsuno,どうしてそんなことするんだろ......
main2-7,talk,natsuno,知りたいことでもあるのかな
main2-7,talk,natsuno,ただ話してみたいだけなのかな
main2-7,fg,survivor00,right-right,0.5,serious
main2-7,talk,natsuno,......わたしが、あなたと話してるみたいに？
main2-7,wait,2
main2-7,end,questSuccess
-,,,
main2-8,bg,location13
main2-8,playBgm,character00
main2-8,talk,natsuno,んー
main2-8,talk,natsuno,ねっむい......
main2-8,talk,natsuno,......
main2-8,talk,natsuno,......わたしたちの身体のこととか
main2-8,talk,natsuno,宇宙人とか
main2-8,talk,natsuno,そーゆーの、考えてたら眠れなくなっちゃって
main2-8,talk,natsuno,考えてもしょーがないのにね
main2-8,talk,natsuno,あーあ
main2-8,talk,natsuno,高校受験の前日だって、全然、ぐっすりだったのにな
main2-8,talk,natsuno,......
main2-8,fg,survivor00,right-right,0.5,serious
main2-8,talk,natsuno,......でも、どんなに考えても
main2-8,talk,natsuno,こんなことになってる原因がどんなことでも
main2-8,talk,natsuno,結局、やることは同じなんだし
main2-8,talk,natsuno,空き家をあさって
main2-8,talk,natsuno,ご飯を食べて
main2-8,talk,natsuno,暗くなったら寝る
main2-8,talk,natsuno,もし原因がわかったりしても
main2-8,talk,natsuno,全部もとに戻ることなんて、ないんだろーな
main2-8,fg,survivor00,right-right,0.5,smile
main2-8,talk,natsuno,......ま、それでもいっか
main2-8,talk,natsuno,嫌なことばっかりじゃないもんね
main2-8,talk,natsuno,学校でつまんない話聞かなくていいし
main2-8,talk,natsuno,大学受験もないし
main2-8,talk,natsuno,ブラック企業で働かなくていいし
main2-8,talk,natsuno,すぐ慣れちゃうからさ、わたし
main2-8,talk,natsuno,この暮らしはこの暮らしで、なんかいいなって
main2-8,talk,natsuno,最近、思うんだー
main2-8,talk,natsuno,......
main2-8,fg,survivor00,right-right,0.5,default
main2-8,talk,natsuno,......あれ
main2-8,talk,natsuno,誰かから呼ばれてるっぽい
main2-8,talk,natsuno,ちょっと行ってくるね
main2-8,wait,1
main2-8,pauseBgm
main2-8,fadeOut,1
main2-8,newPage
main2-8,fgClear
main2-8,fadeIn,1
main2-8,wait,2
main2-8,talk,natsuno,ねぇ！
main2-8,fg,survivor00,right-right,0.5,depress
main2-8,talk,natsuno,どうしよ......
main2-8,talk,natsuno,アカネさん......
main2-8,talk,natsuno,一人でどっか行っちゃったまま
main2-8,talk,natsuno,帰って、こないんだって......
main2-8,wait,2
main2-8,end,ending,main2
-,,,
