id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main4-1,bg,scenario00
main4-1,fg,survivor00,right-right,0.5,doubt
main4-1,talk,natsuno,ねぇ、アカネさん
main4-1,talk,natsuno,......逆だったってことはない？
main4-1,talk,akane,......逆って？
main4-1,fg,survivor00,right-right,0.5,serious
main4-1,talk,natsuno,逆......
main4-1,talk,natsuno,だから
main4-1,talk,natsuno,宇宙人が何かを伝えようとしてたんじゃなくて......
main4-1,talk,natsuno,わたしたちの方が......そんなつもりなかったとしても、呼びかけてて......
main4-1,talk,natsuno,宇宙人は、それをたまたま聞いちゃっただけ、とか......
main4-1,talk,akane,......
main4-1,talk,akane,......もし
main4-1,talk,akane,ナツノちゃんが、こんな状況になって、寂しいって思って
main4-1,talk,akane,そんな、いろんな人の気持ちが、宇宙人──か何か、そういうのを呼び寄せたんだって言ってるなら
main4-1,talk,akane,それは違うよ
main4-1,talk,akane,だって、こんなことになって、一人になっちゃったから寂しいって思ってるんでしょ？
main4-1,talk,akane,身体の異変は、パンデミックは、それより前から起きてたわけだし
main4-1,talk,akane,順番が逆でしょ
main4-1,fg,survivor00,right-right,0.5,depress
main4-1,talk,natsuno,......
main4-1,wait,2
main4-1,end,questSuccess
-,,,
main4-2,bg,scenario00
main4-2,playBgm,character00
main4-2,fg,survivor03,right-left,0.5
main4-2,talk,akane,......ふーん
main4-2,talk,akane,ナツノちゃんから離れると、スマホで通信できなくなる、ねー
main4-2,talk,natsuno,......
main4-2,talk,akane,......よく、そんなこと、気づいたね
main4-2,fg,survivor00,right-right,0.5,depress
main4-2,talk,natsuno,......
main4-2,talk,natsuno,......なんとなく
main4-2,talk,akane,ふーん......
main4-2,fg,survivor00,right-right,0.5,serious
main4-2,talk,natsuno,......アカネさん
main4-2,talk,natsuno,あのラジオ......持ってる？
main4-2,talk,akane,んー？
main4-2,talk,akane,もちろん
main4-2,talk,akane,このためにわざわざ迷子になったんだから
main4-2,talk,akane,ほら、ここにあるよ
main4-2,talk,natsuno,......
main4-2,talk,natsuno,......あのキャンプにあった、アンテナ
main4-2,talk,akane,ああ、アタシが前に見つけたやつね
main4-2,talk,natsuno,あれ......キャンプ出るとき、勝手に持ってきたんだけど
main4-2,talk,akane,え
main4-2,talk,akane,うおー
main4-2,fg,survivor03,right-left,0.5,smile
main4-2,talk,akane,やるねー、ナツノちゃん
main4-2,talk,akane,盗人だ
main4-2,fg,survivor03,right-left,0.5,default
main4-2,talk,akane,......ま、毎日空き巣みたいなことしてるし、今さらか
main4-2,talk,akane,で、なんでそんなの持ってきたの？
main4-2,talk,akane,アンテナじゃお腹は膨れないよ？
main4-2,fg,survivor00,right-right,0.5,depress
main4-2,talk,natsuno,うん......
main4-2,talk,akane,そのアンテナと、そのラジオと......何かするの？
main4-2,talk,natsuno,......
main4-2,pauseBgm
main4-2,fg,survivor00,right-right,0.5,doubt
main4-2,talk,natsuno,......ね
main4-2,talk,natsuno,何か言ってみて
main4-2,talk,akane,......？
main4-2,talk,natsuno,アカネさんじゃなくて......
main4-2,talk,natsuno,あなたに言ってるの
main4-2,talk,natsuno,お願い。何か言ってみて？
main4-2,waitCall,someThing,input0,input0
main4-2,label,input0,
main4-2,talk,akane,......どゆこと？
main4-2,talk,akane,何？
main4-2,talk,akane,ドッキリ的なやつ？
main4-2,talk,natsuno,......よく聞いて、アカネさん
main4-2,fg,survivor03,right-left,0.5,serious
main4-2,talk,akane,......？
main4-2,talk,natsuno,もう一度......喋ってくれる？
main4-2,waitCall,someThing,input1,input1
main4-2,label,input1,
main4-2,talk,akane,......！
main4-2,playBgm,scenario01
main4-2,talk,akane,これって......
main4-2,talk,natsuno,......
main4-2,talk,akane,これって、どういう......
main4-2,talk,akane,もしかして......
main4-2,talk,akane,......
main4-2,talk,akane,......これ、ナツノちゃんが自分で気づいたの？
main4-2,fg,survivor00,right-right,0.5,serious
main4-2,talk,natsuno,......うん
main4-2,talk,akane,......他の誰かが──キャンプのみんなは、気づいてた？
main4-2,talk,natsuno,ううん......
main4-2,talk,akane,......
main4-2,talk,akane,......ふーん
main4-2,talk,akane,そっか
main4-2,talk,akane,だから......
main4-2,talk,akane,ナツノちゃんは、キャンプから逃げたんだね
main4-2,fg,survivor00,right-right,0.5,depress
main4-2,talk,natsuno,......逃げたっていうか
main4-2,talk,akane,ごめん
main4-2,talk,akane,逃げたっていうのは
main4-2,talk,akane,言葉がよくないね
main4-2,fg,survivor03,right-left,0.5,default
main4-2,talk,akane,......ナツノちゃんは、悪くないよ
main4-2,talk,akane,きっと
main4-2,fg,survivor00,right-right,0.5,serious
main4-2,talk,natsuno,......うん
main4-2,talk,natsuno,......ありがと
main4-2,talk,akane,......
main4-2,talk,akane,しっかし
main4-2,talk,akane,これ、どーしよっかなー
main4-2,talk,akane,......ついに
main4-2,talk,akane,スマホの向こうのあなたにも、いろいろ聞かなきゃなときが来たって感じかな？
main4-2,wait,2
main4-2,end,questSuccess,
-,,,
main4-3,bg,scenario00
main4-3,playBgm,character00
main4-3,fg,survivor03,right-left,0.5
main4-3,talk,akane,ねぇねぇ
main4-3,talk,akane,ちょっと、試しときたいことあるんだけど
main4-3,talk,akane,付き合ってくんない？
main4-3,talk,natsuno,うん
main4-3,talk,natsuno,いいよ
main4-3,talk,natsuno,何？
main4-3,wait,1
main4-3,fadeOut,1
main4-3,fg,survivor00,right-right,0,doubt
main4-3,wait,2
main4-3,newPage
main4-3,fadeIn,1
main4-3,talk,natsuno,なるほど......
main4-3,talk,natsuno,試してみれば、いろいろわかるもんだね......
main4-3,talk,natsuno,......
main4-3,fg,survivor03,right-left,0.5,serious
main4-3,talk,akane,......大丈夫？
main4-3,fg,survivor00,right-right,0.5,serious
main4-3,talk,natsuno,うん......
main4-3,talk,natsuno,平気
main4-3,talk,natsuno,......
main4-3,talk,natsuno,......それで、どうするの？
main4-3,talk,natsuno,アカネさんは......どうしたらいいと思う？
main4-3,talk,akane,んー
main4-3,talk,akane,......まだ、考え中
main4-3,talk,akane,やってみる価値のあることはいろいろあるけど......
main4-3,talk,akane,確信は何一つない
main4-3,talk,natsuno,......
main4-3,fg,survivor00,right-right,0.5,depress
main4-3,talk,natsuno,......わたしのせい？
main4-3,fg,survivor03,right-left,0.5,default
main4-3,talk,akane,......ナツノちゃんのせいじゃないよ
main4-3,talk,akane,少なくとも
main4-3,talk,akane,もし、万が一、仮に、そうだったとしても......
main4-3,talk,akane,ナツノちゃんに責任はないでしょ
main4-3,talk,akane,ナツノちゃんを責めたりしないよ。誰もね
main4-3,fg,survivor00,right-right,0.5,serious
main4-3,talk,natsuno,......ありがと
main4-3,talk,natsuno,けど......
main4-3,pauseBgm
main4-3,talk,natsuno,やっぱり
main4-3,fg,survivor00,right-right,0.5,depress
main4-3,talk,natsuno,わたしがいなくなるのが
main4-3,talk,natsuno,一番だと思わない？
main4-3,fg,survivor03,right-left,0.5,serious
main4-3,talk,akane,......
main4-3,talk,akane,......さて
main4-3,fg,survivor03,right-left,0.5,default
main4-3,talk,akane,どーだろーね
main4-3,talk,akane,そもそも？　全部、憶測だし？
main4-3,talk,akane,何一つ、確証なんかないし？
main4-3,talk,akane,命を懸ける価値なんて、どこにもないと思わない？
main4-3,fg,survivor03,right-left,0.5,serious
main4-3,talk,akane,......
main4-3,talk,akane,......そんな風に言わないでよ
main4-3,talk,akane,ナツノちゃん
main4-3,talk,akane,お願いだからさ
main4-3,fg,survivor00,right-right,0.5,serious
main4-3,talk,natsuno,......うん
main4-3,talk,natsuno,ごめん
main4-3,talk,natsuno,......
main4-3,talk,natsuno,......まぁ
main4-3,fg,survivor00,right-right,0.5,smile
main4-3,talk,natsuno,こんな世の中だし
main4-3,talk,natsuno,何もしなくったって
main4-3,talk,natsuno,明日......死んじゃうかもしれないし、ね
main4-3,wait,2
main4-3,end,questSuccess,
-,,,
main4-4,bg,scenario03
main4-4,playBgm,environment08
main4-4,talk,natsuno,ね
main4-4,talk,natsuno,聞いてる？
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......聞いてるよね
main4-4,talk,natsuno,わたしが話したいって思うとき......いつも聞いててくれるよね
main4-4,talk,natsuno,本当......不思議なくらい
main4-4,fg,survivor00,right-right,0.5,serious
main4-4,talk,natsuno,......
main4-4,talk,natsuno,......アカネさんはもう寝たよ
main4-4,talk,natsuno,今日は疲れてたみたい
main4-4,pauseBgm
main4-4,talk,natsuno,......
main4-4,talk,natsuno,......あなたってさ
main4-4,playBgm,scenario03
main4-4,talk,natsuno,どうして、わたしと話してくれるの？
main4-4,talk,natsuno,......うん
main4-4,talk,natsuno,古いパソコン見つけて......それで通話が繋がったっていうのは、前も聞いたよ
main4-4,talk,natsuno,でも、そうじゃなくて......
main4-4,talk,natsuno,気持ちっていうか......
main4-4,talk,natsuno,別に、そんなパソコン捨てちゃってもよかったわけでしょ？
main4-4,talk,natsuno,よくわからない人と話すの、怖くない？
main4-4,talk,natsuno,だから......
main4-4,talk,natsuno,どうしてなのかなって
main4-4,talk,natsuno,......
main4-4,fg,survivor00,right-right,0.5,default
main4-4,talk,natsuno,......もしかして、わたしのこと<button>すき</button>なの？
main4-4,talk,natsuno,それとも、理由なんて<button>わからない</button>？
main4-4,waitCall,love,love,noreason,
main4-4,label,love,
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,あはは
main4-4,talk,natsuno,......ありがと
main4-4,talk,natsuno,わたしは......
main4-4,fg,survivor00,right-right,0.5,serious
main4-4,talk,natsuno,......どうなんだろ
main4-4,talk,natsuno,よくわかんない
main4-4,talk,natsuno,考えてみると......あなたのこと、まだよく知らないし
main4-4,talk,natsuno,......
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......けど、話してくれて楽しかったよ
main4-4,talk,natsuno,うれしかった
main4-4,talk,natsuno,......ありがとう
main4-4,jump,confluence
main4-4,label,noreason,
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,そっか
main4-4,talk,natsuno,そうだよね
main4-4,jump,confluence
main4-4,label,confluence
main4-4,talk,natsuno,......
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......不思議だな
main4-4,talk,natsuno,こうやって話してた時間なんて、そんなにたくさんないはずなのに
main4-4,talk,natsuno,明日......もし、スマホに話かけてもあなたが応えてくれなかったら
main4-4,talk,natsuno,きっと......寂しいんだろうな
main4-4,talk,natsuno,......わたしって、もしかしてけっこー寂しがり？
main4-4,talk,natsuno,全然、そんな風に思ったことなかったけど......
main4-4,talk,natsuno,案外、そうなのかな
main4-4,talk,natsuno,......
main4-4,fg,survivor00,right-right,0.5,default
main4-4,talk,natsuno,あなたは、どう？
main4-4,talk,natsuno,もし......明日からわたしと話せなかったら......
main4-4,talk,natsuno,寂しい？
main4-4,talk,natsuno,......
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......寂しいって思わないでね
main4-4,talk,natsuno,あなたのいるところは、なんでかわかんないけど、平和みたいだし
main4-4,talk,natsuno,友達もいて、家族もいるんだろうな......
main4-4,talk,natsuno,......
main4-4,fg,survivor00,right-right,0.5,default
main4-4,talk,natsuno,......え？
main4-4,talk,natsuno,別に、平気だって？
main4-4,talk,natsuno,......
main4-4,fg,survivor00,right-right,0.5,zito
main4-4,talk,natsuno,......それはそれで、ちょっとどうかと思うけど......
main4-4,talk,natsuno,......
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......でも
main4-4,talk,natsuno,なら......よかった
main4-4,talk,natsuno,......
main4-4,fg,survivor00,right-right,0.5,depress
main4-4,talk,natsuno,......きっと寂しくないよね
main4-4,talk,natsuno,きっと......平気だよね
main4-4,talk,natsuno,......
main4-4,wait,2
main4-4,end,questSuccess
-,,,
main4-5,bg,scenario00
main4-5,fg,survivor00,right-right,0,serious
main4-5,fg,survivor03,right-left,0.5,serious
main4-5,pauseBgm
main4-5,talk,natsuno,......
main4-5,talk,akane,......ほんとに、アタシが
main4-5,talk,akane,決めちゃっていいの？
main4-5,talk,natsuno,......うん
main4-5,talk,akane,何言われても、後悔しない？
main4-5,talk,natsuno,うん
main4-5,fg,survivor00,right-right,0.5,depress
main4-5,talk,natsuno,わたしには......無理だから
main4-5,talk,natsuno,何度も、スマホ捨てちゃおうって思ったけど
main4-5,talk,natsuno,......無理、だったから
main4-5,talk,natsuno,......
main4-5,talk,akane,......わかった
main4-5,talk,akane,どうするか、決めたよ
main4-5,talk,akane,相変わらず確証はないし、
main4-5,talk,akane,やったところで、効果を確かめるいい方法も思いつかない
main4-5,talk,akane,けど......
main4-5,talk,akane,何もしないより、まし
main4-5,talk,akane,......
main4-5,talk,akane,だから......
main4-5,talk,akane,あなたに──
main4-5,talk,akane,スマホの向こうのあなたに、伝えるよ
main4-5,talk,akane,私とナツノちゃんで、試したこと
main4-5,wait,1
main4-5,fadeOut,1
main4-5,wait,1
main4-5,newPage
main4-5,fgClear
main4-5,playBgm,scenario02
main4-5,fadeIn,1
main4-5,talk,natsuno,たまたま......気がついたの
main4-5,talk,natsuno,本当に偶然
main4-5,talk,natsuno,偶然......
main4-5,talk,natsuno,あなたの喋る言葉と、
main4-5,talk,natsuno,感染者から取り出したアンテナが拾う信号が、似てるって......気づいたの
main4-5,talk,natsuno,あなたが話すと、アンテナも反応してた......
main4-5,talk,natsuno,まるで同じ信号を拾ってるみたいに
main4-5,talk,akane,アタシも見たけど
main4-5,talk,akane,確かに、あのアンテナは、あなたの声に反応してるように見えた
main4-5,talk,akane,でも、あのアンテナは、あなたの言葉を、そのまま受信してるわけじゃなかった
main4-5,talk,akane,あくまで、何かの信号を受信していて、その信号のパターンがあなたの声と似てただけ
main4-5,talk,akane,あなたが喋ると、あのアンテナも信号を受信して、電流が流れる、みたいな感じ
main4-5,talk,natsuno,......
main4-5,talk,akane,そんで、同じ信号を受信してるわけじゃないってのも、わかった
main4-5,talk,akane,ナツノちゃんのスマホが受け取っている信号と、あのアンテナが受け取ってる信号は別のもの
main4-5,talk,akane,スマホとあのアンテナじゃ、そもそも受信できる信号の種類が違うはずなの
main4-5,talk,akane,それに、あのアンテナは、どこに置いても同じように信号を受信できた
main4-5,talk,akane,けど......
main4-5,talk,natsuno,......わたしのスマホは、わたしから離れると、あなたと話せなくなる
main4-5,talk,akane,試しに私がスマホを借りて、ナツノちゃんから少しずつ離れてみたんだけど
main4-5,talk,akane,そうしたら、十メートルくらい離れたところで、もうほとんどあなたの声は聞こえなかった
main4-5,talk,natsuno,だから......
main4-5,talk,natsuno,わたしのスマホは......
main4-5,talk,natsuno,わたしのスマホが受信してる信号は──
main4-5,pauseBgm
main4-5,talk,natsuno,わたしから出てる......ってこと
main4-5,wait,2
main4-5,fadeOut,1
main4-5,wait,2
main4-5,newPage
main4-5,fg,survivor00,right-right,0,serious
main4-5,fg,survivor03,right-left,0,serious
main4-5,playBgm,scenario03
main4-5,fadeIn,1
main4-5,talk,natsuno,......
main4-5,talk,akane,......
main4-5,talk,akane,......どんな原理で、どんな信号を受信しているのかはわからない
main4-5,talk,akane,でも、そう......
main4-5,talk,akane,信号は、ナツノちゃんから出てる
main4-5,talk,akane,......
main4-5,talk,natsuno,......
main4-5,talk,natsuno,わたしは......
main4-5,talk,natsuno,わたしの身体は......
main4-5,fg,survivor00,right-right,0.5,depress
main4-5,talk,natsuno,感染者と同じ......ってことなの
main4-5,talk,natsuno,わたしはちゃんと意識があるし、どこも変なところはないけど......
main4-5,talk,natsuno,でも、たぶん、感染してるの
main4-5,talk,natsuno,身体が、おかしくなってる
main4-5,talk,natsuno,じゃないと......スマホが拾える信号なんて、出るわけないもんね
main4-5,talk,akane,......これは、アタシのただの想像だけど
main4-5,talk,akane,もしかしたら、多かれ少なかれ世の中の誰もが感染してる状態なのかもしれない
main4-5,talk,akane,程度の違いとか、症状の違いがあるだけで
main4-5,talk,akane,自覚症状はないけど......アタシも、たぶん感染してる
main4-5,talk,akane,......そーなってくると、もう『感染』って言葉もおかしいね
main4-5,talk,akane,身体が変容してる
main4-5,talk,akane,何かに応えようとして......内側から変わってる
main4-5,talk,akane,そのせいで、意識や理性を保てなくなってしまった人が、怪物みたいになるってだけ
main4-5,talk,akane,身体から金属のアンテナが生えるくらい、おかしくなっちゃったら......
main4-5,talk,akane,そりゃ、普通に生きてなんていられないもん
main4-5,fg,survivor00,right-right,0.5,serious
main4-5,talk,natsuno,......それで
main4-5,talk,natsuno,わたしのスマホと、あのアンテナが受信してるのが別々の信号ってことは
main4-5,talk,natsuno,それが、同じ......あなたの声を受信してるってことは
main4-5,fgRemove,survivor03,1
main4-5,talk,natsuno,......
main4-5,talk,natsuno,......アカネさんが、宇宙人って言ってたものは......
main4-5,talk,natsuno,......わたしたちに語りかけようとしてる誰かっていうのは......
main4-5,pauseBgm
main4-5,fgRemove,survivor00,1
main4-5,talk,natsuno,たぶん......
main4-5,wait,1
main4-5,talk,natsuno,あなた、なの
main4-5,wait,2
main4-5,removeSurvivor,akane
main4-5,end,questSuccess
-,,,
main4-6,bg,computer00
main4-6,playBgm,scenario01,
main4-6,talk,,ナツノの身体から発生しているのも、
main4-6,talk,,感染者のアンテナが受信しているのも、
main4-6,talk,,こうして話している......この声。
main4-6,talk,,それは何を意味するだろう？
main4-6,talk,,そもそも、人の身体から電波に相応するものが出るというのは、どういうことなのだろう。
main4-6,talk,,......。
main4-6,talk,,何かを判断するには、明らかにするには、あまりにもわかっていることが少ない気がした。
main4-6,wait,1,
main4-6,fadeOutTextLine
main4-6,newPage,
main4-6,fadeInTextLine
main4-6,talk,,けれど、二人から言い渡されたことは単純だった。
main4-6,talk,,二人の願いを叶えるのは簡単だった。
main4-6,talk,,二人が願ったのは......もう、二度とこのコンピュータに触れないこと。
main4-6,talk,,データを再生しないこと。
main4-6,talk,,ナツノに......話しかけないこと。
main4-6,wait,1,
main4-6,fadeOutTextLine
main4-6,newPage,
main4-6,fadeInTextLine
main4-6,talk,,もしもこうして話していることが、すべての原因だとするなら、
main4-6,talk,,話さなければ、パンデミックは終結するかもしれない。
main4-6,talk,,人々の身体が、これ以上蝕まれることはなくなるかもしれない。
main4-6,talk,,解決することはなくても......何か変化があるかもしれない。
main4-6,talk,,アカネはそう言い、ナツノも同じように考えているようだった。
main4-6,wait,1,
main4-6,fadeOutTextLine
main4-6,newPage,
main4-6,fadeInTextLine
main4-6,talk,,自分が、二人の言うところの宇宙人なのだろうか？
main4-6,talk,,別の世界から、二人の世界に語りかけているのだろうか？
main4-6,talk,,とてもそんな風には思えない。
main4-6,talk,,ただ通話をするだけで、話をするだけで、人々の身体が壊れてしまうなんて......思えない。
main4-6,talk,,でも、何か普通でないことが起きているのは確かで。
main4-6,talk,,そんなのは、初めてナツノと話したときからわかっていて。
main4-6,talk,,だから......
main4-6,talk,,二人の願いを拒むことは、できなかった。
main4-6,talk,,できるはずがなかった。
main4-6,wait,2
main4-6,end,questSuccess,
-,,,
main4-7,bg,scenario00
main4-7,fg,survivor00,right-right,0,depress
main4-7,wait,1,
main4-7,playBgm,character00,
main4-7,wait,1,
main4-7,talk,natsuno,何もわかんない......
main4-7,talk,natsuno,何もわかんないままだよ
main4-7,talk,natsuno,世の中が変になり始めたとき......
main4-7,talk,natsuno,世界中の誰も、原因がわからなかった
main4-7,talk,natsuno,ウイルスとか、そういうのは何も見つからなかった
main4-7,talk,natsuno,そのときから何も変わってない
main4-7,talk,natsuno,何もわからないまま
main4-7,talk,natsuno,......
main4-7,talk,natsuno,でも......
main4-7,talk,natsuno,だから、何もしないってわけには、いかないよね
main4-7,talk,natsuno,......
main4-7,fg,survivor00,right-right,0.5,serious
main4-7,talk,natsuno,......ほんとはね
main4-7,talk,natsuno,ほんとは......わたしの方なんじゃないかって思うの
main4-7,talk,natsuno,話しかけたのは、わたしの方なんじゃないかって
main4-7,talk,natsuno,あなたがコンピュータを見つけて、それでわたしたちの世界と繋がったんじゃなくて......
main4-7,talk,natsuno,わたしが願ったから......こんなことになったんじゃないかって
main4-7,talk,natsuno,あのとき、わたしが、誰かと話したいって思ったから
main4-7,talk,natsuno,だから、あなたが──
main4-7,fg,survivor00,right-right,0.5,default
main4-7,talk,natsuno,......考えすぎ？
main4-7,talk,natsuno,自意識過剰？
main4-7,talk,natsuno,そうかもね
main4-7,talk,natsuno,わたしが願っただけで、世界が変になっちゃうなんて......
main4-7,talk,natsuno,そんなわけないよね
main4-7,fg,survivor00,right-right,0.5,serious
main4-7,talk,natsuno,......うん
main4-7,talk,natsuno,わかってるよ
main4-7,talk,natsuno,世の中がおかしくなり始めたのは、わたしが寂しいって思うより前だし
main4-7,talk,natsuno,理屈が通らないのは......わかってる
main4-7,talk,natsuno,けど......
main4-7,talk,natsuno,なんか、変だなって思うの
main4-7,talk,natsuno,なんとなくね
main4-7,talk,natsuno,ただの勘、だけどさ
main4-7,talk,natsuno,あなたの声が聞こえなくなっても......
main4-7,talk,natsuno,何も変わらないんじゃないかって......わたしたちは、何か勘違いをしてるんじゃないかって
main4-7,talk,natsuno,そんな気がする......
main4-7,fg,survivor00,right-right,0.5,depress
main4-7,talk,natsuno,......
main4-7,talk,natsuno,......ううん
main4-7,talk,natsuno,ごめんね
main4-7,talk,natsuno,こんなのは、わたしが寂しくて、駄々こねてるだけかも
main4-7,talk,natsuno,......ごめんね
main4-7,talk,natsuno,......
main4-7,talk,natsuno,寂しいんだ、結構
main4-7,fg,survivor00,right-right,0.5,serious
main4-7,talk,natsuno,でも、さよならだよ
main4-7,talk,natsuno,わたしもしばらくスマホの電源切っとくことにする
main4-7,talk,natsuno,だから......あなたも、パソコンに触らないで
main4-7,talk,natsuno,声が聞こえても、わたし、無視するから
main4-7,talk,natsuno,......約束だよ
main4-7,talk,natsuno,......
main4-7,talk,natsuno,............
main4-7,talk,natsuno,......ね
main4-7,talk,natsuno,最後に、もう一つお願いしてもいい？
main4-7,talk,natsuno,......<red>さよなら</red>って言って
main4-7,talk,natsuno,お願い
main4-7,waitCall,goodBye,ok,ng
main4-7,label,ok,
main4-7,fg,survivor00,right-right,0.5,smile
main4-7,talk,natsuno,......ありがと
main4-7,jump,confluence,
main4-7,label,ng,
main4-7,talk,natsuno,......そっか
main4-7,talk,natsuno,ごめんね
main4-7,talk,natsuno,わがままだった
main4-7,talk,natsuno,......
main4-7,jump,confluence,
main4-7,label,confluence,
main4-7,pauseBgm
main4-7,talk,natsuno,ばいばい
main4-7,fgRemove,survivor00,2
main4-7,talk,natsuno,さようなら
main4-7,wait,3
main4-7,pauseBgm
main4-7,fadeOut,5
main4-7,wait,2
main4-7,end,reboot
-,,,






