id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main14-1,bg,scenario34
main14-5,talk,akane,......あーあ
main14-5,talk,akane,......どうしようもない
main14-5,talk,akane,アタシたちには......何も、わかんない
main14-5,talk,akane,何も......できることなんか、ない......
main14-5,talk,akane,本当に、何も......
main14-5,talk,akane,......
main14-5,wait,2
main14-5,end,questSuccess
-,,,
main14-6,bg,scenario23
main14-6,fgClear
main14-6,hideStatus
main14-6,playBgm,scenario02
main14-6,wait,3
main14-6,fg,survivor06,right-right,1.0,depress
main14-6,talk,itsuka,消してしまいたいって
main14-6,talk,itsuka,消えてしまいたいって......
main14-6,talk,itsuka,......ナツノは、そう思ってたんだろうか
main14-6,talk,itsuka,......
main14-6,talk,itsuka,......私も、たぶん、同じだよ
main14-6,talk,itsuka,こんな世界
main14-6,talk,itsuka,消えてしまった方がいいと思う
main14-6,talk,itsuka,世界に──私たちに、つくられた理由はなかったし
main14-6,talk,itsuka,あの人も......もういない
main14-6,talk,itsuka,この寂しさだって......意味なんかないんだ
main14-6,talk,itsuka,寂しいって思っても、この寂しさに目的なんかない
main14-6,talk,itsuka,必死になってもがいて、ゴールにたどり着いたら、それで満たされるような......そんなものじゃない
main14-6,talk,itsuka,ずっとずっと、このままなんだ
main14-6,talk,itsuka,私たちにどんな罪もなかったとしても、この寂しさはなくならない......
main14-6,talk,itsuka,......だったら、いっそ
main14-6,talk,itsuka,消えてしまった方がいい
main14-6,talk,itsuka,そうしなかったとしても......この世界の人々は、そう遠くないうちに滅びるだろう
main14-6,talk,itsuka,パンデミックが収束することはない
main14-6,talk,itsuka,ただ......たくさんの人が、身体を蝕まれて、苦しむ時間が延びるだけだ
main14-6,talk,itsuka,......
main14-6,talk,itsuka,もし、これから先
main14-6,talk,itsuka,何かにひどく絶望したら
main14-6,talk,itsuka,どうしようもない、苦痛に襲われたら
main14-6,talk,itsuka,もしかしたら......と思う
main14-6,talk,itsuka,そのときは、私が、この世界を......
main14-6,talk,itsuka,......
main14-6,talk,itsuka,......たとえば、ナツノとアカネが
main14-6,talk,itsuka,このまま......死んでしまって
main14-6,talk,itsuka,あなたとの通信も途切れて
main14-6,talk,itsuka,何も聞こえなくなって
main14-6,talk,itsuka,一人になったら
main14-6,talk,itsuka,そのときは......
main14-6,talk,itsuka,私......
main14-6,talk,itsuka,......
main14-6,wait,3
main14-6,end,questSuccess
-,,,
main14-7,bg,scenario19
main14-7,wait,5
main14-7,talk,,夜、空に浮かぶ月を見上げながら、途方もない思いになる。
main14-7,talk,,足元の地面が、背中を預けている椅子が、全部ばらばらに崩れてしまうような。
main14-7,talk,,そんな、どうしようもない虚無感に、息が詰まる。
main14-7,talk,,生きてることに意味がないなんて、今にわかったことじゃない。
main14-7,talk,,誰だって知っている。
main14-7,talk,,でも、それでも、今までみたいに平気ではいられない。
main14-7,talk,,だって──
main14-7,talk,,彼女たちは、本当に世界のすべてを終わらせてしまうことができる。
main14-7,talk,,生きていることに意味がないとか、世界が終わったらいいとか。
main14-7,talk,,そういうのが、今、ただの妄想ではなくなっている。
main14-7,wait,1
main14-7,fadeOutTextLine
main14-7,newPage
main14-7,fadeInTextLine
main14-7,wait,1
main14-7,playBgm,scenario06
main14-7,talk,,いろんなことを──
main14-7,talk,,いろんな、どうだっていいことを考えていた。
main14-7,talk,,浅いまどろみの中で。
main14-7,talk,,そしていつの間にか、眠ってしまっていた。
main14-7,talk,,最近はよくあることだった。
main14-7,talk,,いつの間にか、コンピュータの前に突っ伏して眠ってしまう。
main14-7,talk,,窓の外を見上げれば、月が空高くに昇っている。
main14-7,talk,,通信を繋いだまま眠ってしまって、イツカやアカネに起こされたこともある。
main14-7,talk,,でも今日は静かだった。
main14-7,talk,,もうベッドで横になってしまおうかと考えた。
main14-7,wait,1
main14-7,fadeOutTextLine
main14-7,pauseBgm
main14-7,newPage
main14-7,fadeInTextLine
main14-7,wait,1
main14-7,talk,,けれど、その静けさに、ちょっとした違和感があった。
main14-7,talk,,小さな部屋の静けさとは違う気がする。
main14-7,talk,,もっと広い、大きな空間を漂う静寂だった。
main14-7,talk,,窓が開いているのかと思ったけれど、そうではない。
main14-7,talk,,なら、何が、別のどこかと繋がっているのか。
main14-7,wait,1
main14-7,fadeOutTextLine
main14-7,newPage
main14-7,fadeInTextLine
main14-7,wait,1
main14-7,talk,,そのとき、聞こえた。
main14-7,talk,,遠いどこかと繋がるノイズと一緒に、
main14-7,wait,1
main14-7,talk,,声が──聞こえた。
main14-7,wait,5
main14-7,appendSurvivor,natsuno
main14-7,removeSurvivor,itsuka
main14-7,end,questSuccess
-,,,
main14-8,bg,scenario24
main14-8,fgClear
main14-8,hideStatus
main14-8,wait,5
main14-8,talk,natsuno,ねぇ──
main14-8,talk,natsuno,もしかして......
main14-8,talk,natsuno,......誰か、聞いてる？
main14-8,talk,natsuno,......
main14-8,talk,natsuno,............
main14-8,talk,natsuno,......聞いてる、よね
main14-8,waitCall,any,input_any,input_any
main14-8,label,input_any
main14-8,talk,natsuno,......
main14-8,talk,natsuno,......うん
main14-8,wait,2
main14-8,fg,survivor00,right-right,1.0,serious
main14-8,talk,natsuno,わかる
main14-8,talk,natsuno,いつもと同じ......
main14-8,talk,natsuno,スマホが、あなたと繋がってるときと同じ感じがする
main14-8,talk,natsuno,あなたの部屋の音、かな
main14-8,talk,natsuno,......
main14-8,talk,natsuno,......でも
main14-8,talk,natsuno,なんで、声が聞こえるんだろ
main14-8,talk,natsuno,このスマホ、電池切れちゃって、画面真っ暗なんだけど......
main14-8,talk,natsuno,......
main14-8,talk,natsuno,......っていうか
main14-8,talk,natsuno,ここ......
main14-8,wait,1
main14-8,talk,natsuno,どこ？
main14-8,wait,5
main14-8,end,ending,main14
-,,,
