id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main8-1,bg,scenario31
main8-1,talk,itsuka,静かすぎて......不気味なくらいだった
main8-1,talk,itsuka,......
main8-1,talk,itsuka,でも......
main8-1,talk,itsuka,あの日──また、声が聞こえるようになった
main8-1,talk,itsuka,けど、それは今までの声とは、別の人の声で
main8-1,talk,itsuka,あの女の人じゃなくて
main8-1,talk,itsuka,そう──
main8-1,talk,itsuka,それが、あなた──
main8-1,talk,itsuka,スマホの向こうの、あなたの声、だった
main8-1,talk,itsuka,......
main8-1,talk,itsuka,......うん
main8-1,talk,itsuka,今でも、聞こえてる
main8-1,talk,itsuka,そのスマホのスピーカーの音じゃなくて
main8-1,talk,itsuka,私には......
main8-1,talk,itsuka,あなたの声が、直接、聞こえてる
main8-1,talk,itsuka,耳元で話されてるみたいに
main8-1,talk,itsuka,すぐそばに......いるみたいに
main8-1,wait,2
main8-1,end,questSuccess
-,,,
main8-2,bg,scenario31
main8-2,fg,survivor00,right-right,0,serious
main8-2,wait,2
main8-2,talk,natsuno,それって......
main8-2,talk,natsuno,わたしと同じ......
main8-2,wait,2
main8-2,playBgm,character06
main8-2,fg,survivor06,right-left,0.5
main8-2,wait,1
main8-2,talk,itsuka,......
main8-2,talk,itsuka,......そう
main8-2,talk,itsuka,ナツノと同じで──
main8-2,talk,itsuka,私の身体にも、きみたちが言う『変容』が起きてる
main8-2,talk,itsuka,身体が、おかしくなってる
main8-2,talk,itsuka,半年前から、私の身体はそうだった
main8-2,talk,itsuka,言っても誰も信じてくれなかったし、
main8-2,talk,itsuka,一方的に聞こえるだけだから、このことをスマホの向こうのあなたや、あの女の人に伝えることはできなかったけど
main8-2,talk,itsuka,世の中がパンデミックで騒ぎになる前から、
main8-2,talk,itsuka,私は、こうだった
main8-2,talk,natsuno,......
main8-2,talk,natsuno,............
main8-2,talk,itsuka,......何？
main8-2,talk,natsuno,......ううん
main8-2,talk,natsuno,なんていうか......
main8-2,talk,natsuno,別に、いいんだけど......
main8-2,talk,natsuno,......それってつまり
main8-2,talk,natsuno,わたしの話してたことも、今まで全部聞こえてたってこと......だよね
main8-2,talk,natsuno,なんか......変なこと言ってなかったかなって......思って
main8-2,talk,itsuka,ああ......
main8-2,talk,itsuka,私に聞こえるのは、スマホの向こうのあなたの声だけで
main8-2,talk,itsuka,ナツノの声は聞こえてない
main8-2,talk,natsuno,あ......そうなんだ
main8-2,talk,itsuka,私がナツノのことを知ってるのは、聞こえる声が、誰かと話をしているのがわかって
main8-2,talk,itsuka,どうもそれが、この世界の誰かで
main8-2,talk,itsuka,その人が、ナツノって呼ばれてるって、話を聞いててわかったから
main8-2,talk,itsuka,だから、きみの声は、今日初めて聞いた
main8-2,talk,natsuno,そう......なんだ
main8-2,talk,natsuno,......
main8-2,talk,natsuno,じゃあ、あなたは──イツカは、どうして、ここに......？
main8-2,talk,itsuka,どうしてって
main8-2,talk,itsuka,今までずっと、理由もわかんないまま、一方的に聞こえてた声が
main8-2,talk,itsuka,誰かと話をしてるっぽくて
main8-2,talk,itsuka,しかも、その人は、この世界のどこかにいるっぽくて
main8-2,talk,itsuka,そうなったら......その人、探すでしょ
main8-2,talk,natsuno,......
main8-2,talk,natsuno,まぁ......そっか......
main8-2,talk,itsuka,それに──
main8-2,talk,itsuka,──いや
main8-2,talk,natsuno,......？
main8-2,talk,itsuka,それより
main8-2,talk,itsuka,私も、聞きたいことがある
main8-2,talk,itsuka,あなたの声が聞こえるようになる前......
main8-2,talk,itsuka,最初に聞こえた、女の人の声
main8-2,talk,itsuka,あれは......
main8-2,talk,itsuka,......
main8-2,talk,itsuka,あれは、たぶん......
main8-2,pauseBgm
main8-2,wait,1
main8-2,talk,itsuka,スマホの向こうのあなたの──祖母の声
main8-2,talk,itsuka,......だよね？
main8-2,wait,3
main8-2,end,questSuccess
-,,,
main8-3,bg,computer00
main8-3,playBgm,scenario00
main8-3,wait,2
main8-3,talk,,イツカは、名前を言った。
main8-3,talk,,かつて、声を聞いていた女性の名前。
main8-3,talk,,彼女はその人と直接話ができるわけではない。
main8-3,talk,,だから、その名前も、彼女が直接訊ねたものではなくて、喋り声から聞き取ったもの。
main8-3,talk,,でも、きっと間違いないだろうとイツカは言った。
main8-3,wait,1
main8-3,fadeOutTextLine
main8-3,newPage
main8-3,fadeInTextLine
main8-3,wait,1
main8-3,talk,,そして、それは──
main8-3,talk,,確かに、祖母の名だった。
main8-3,talk,,一年前に亡くなった祖母。
main8-3,talk,,このコンピュータのもともとの持ち主。
main8-3,talk,,イツカは祖母の声を聞いていた。
main8-3,talk,,祖母が亡くなる前、
main8-3,talk,,もう六十年も前──まだこのコンピュータが、物置に仕舞われる前に。
main8-3,wait,3
main8-3,end,questSuccess
-,,,
main8-4,bg,scenario31
main8-4,fgClear
main8-4,playBgm,character06
main8-4,wait,3
main8-4,fg,survivor06,right-right,0.5
main8-4,talk,itsuka,あなたの祖母の声に、間違いない......と思う
main8-4,talk,itsuka,私の身体の変容は、きっとナツノと似たようなもので
main8-4,talk,itsuka,でもスマホを通さずに、声が直接聞こえる
main8-4,talk,itsuka,そしてその代わり、私の声は、あなたのコンピュータに届かない
main8-4,wait,1
main8-4,fg,survivor00,right-left,0.5,serious
main8-4,talk,natsuno,じゃあ、イツカは......
main8-4,talk,natsuno,わたしの身体が変容するより前から、そのコンピュータと通信してた......ってこと？
main8-4,talk,itsuka,そう
main8-4,talk,itsuka,けど......
main8-4,talk,itsuka,私の聞いてた声は、『おばあさん』って感じじゃなかった
main8-4,talk,itsuka,私より年下か、年上だとしてもちょっとだけってくらいの、若い女の人の声だった
main8-4,fg,survivor00,right-left,0.5,default
main8-4,talk,natsuno,......？
main8-4,talk,natsuno,でも、イツカがその声を聞いてたのは半年前で......
main8-4,talk,itsuka,そう
main8-4,talk,itsuka,私にとっては、半年前......だけど
main8-4,talk,itsuka,つい先日、きみたちが体験したように
main8-4,talk,itsuka,私たちと、スマホの向こうのあなたとでは──時間の進み方が違う
main8-4,talk,natsuno,......
main8-4,talk,natsuno,......そっか。確かに
main8-4,talk,itsuka,少なくとも、こうして話している間は、同じように時間が進んでいるようだけど......
main8-4,talk,itsuka,通信が繋がっていない時間は、そうじゃない
main8-4,talk,itsuka,おそらく、向こうのあなたの世界の方が、早く時間が進む
main8-4,talk,itsuka,あなたの祖母の声が聞こえていたときも、そうだった
main8-4,talk,itsuka,聞こえる声から想像することしかできなかったけど、
main8-4,talk,itsuka,明らかに、私にとっての時間の進みとは違った
main8-4,talk,itsuka,私は一晩寝て起きただけなのに、聞こえる声の方は、もう一週間以上経ってる......みたいなことはざらだった
main8-4,talk,natsuno,......
main8-4,fg,survivor00,right-left,0.5,serious
main8-4,talk,natsuno,時間の進み方が違う......
main8-4,talk,natsuno,......ほんと、何が起こってるんだろ
main8-4,fg,survivor00,right-left,0.5,depress
main8-4,talk,natsuno,わたしたちの世界と、あなたの世界......
main8-4,talk,natsuno,何が同じで、
main8-4,talk,natsuno,何が違うんだろ......
main8-4,talk,natsuno,......
main8-4,talk,itsuka,......
main8-4,talk,itsuka,......違うことばっかりだと思うけど
main8-4,talk,itsuka,でも、時間のほかに、もう一つ......
main8-4,talk,itsuka,......明らかに違うって、言えることがある
main8-4,fg,survivor00,right-left,0.5,default
main8-4,talk,natsuno,......パンデミックのこと？
main8-4,talk,itsuka,それもそうだけど
main8-4,talk,itsuka,そうじゃない
main8-4,fg,survivor00,right-left,0.5,serious
main8-4,talk,natsuno,......なに？
main8-4,talk,itsuka,......
main8-4,talk,itsuka,......これは、あくまで私の個人的な想像で
main8-4,talk,itsuka,かつて聞こえていた、あなたの祖母の声から、なんとなく感じ取ったことで
main8-4,talk,itsuka,だから......ただの印象、以上のことは言えない
main8-4,talk,itsuka,でも......私は確信してる
main8-4,talk,itsuka,それと同時に、どういう言葉で言ったらいいのか、今でも悩んでいる
main8-4,talk,itsuka,あるのは印象だけで、感覚的なものでしかない
main8-4,talk,itsuka,けど......あえて言葉にするなら
main8-4,talk,itsuka,私たちは......
main8-4,pauseBgm
main8-4,talk,itsuka,私たちと、あなたたちとでは......
main8-4,wait,1
main8-4,talk,itsuka,『寂しさ』について──あまりにも、違う
main8-4,wait,5
main8-4,end,questSuccess
-,,,
main8-5,bg,computer00
main8-5,wait,3
main8-5,talk,,寂しさ。
main8-5,talk,,その言葉を聞いたとき、息が止まった。
main8-5,talk,,ずっと、彼女が言ったのと同じことを感じていた。
main8-5,talk,,自分と彼女は、きっと、同じことを感じている。
main8-5,talk,,だから──
main8-5,talk,,これは、ただの偶然ではない。
main8-5,talk,,勘違いではない。
main8-5,talk,,自分と、彼女たちとでは、
main8-5,talk,,あまりにも違っている。
main8-5,wait,1
main8-5,talk,,この心が感じる、寂しさについて。
main8-5,wait,1
main8-5,fadeOutTextLine
main8-5,newPage
main8-5,fadeInTextLine
main8-5,wait,1
main8-5,talk,,自分や、祖母──
main8-5,talk,,この、現実の世界で生きる人々は
main8-5,talk,,ナツノやイツカが「寂しさ」と呼ぶものを、
main8-5,wait,1
main8-5,talk,,たぶん、知らない。
main8-5,wait,3
main8-5,end,questSuccess
-,,,
main8-6,bg,scenario31
main8-6,fgClear
main8-6,playBgm,scenario02
main8-6,wait,3
main8-6,fg,survivor00,right-right,0.5,depress
main8-6,talk,natsuno,......それって
main8-6,talk,natsuno,寂しいって、思わないってこと......？
main8-6,wait,2
main8-6,fg,survivor06,right-left,0.5
main8-6,wait,1
main8-6,talk,itsuka,......いや
main8-6,talk,itsuka,寂しさを感じないわけではないと思う
main8-6,talk,itsuka,寂しさという言葉は通じるし、意味も伝わってる
main8-6,talk,itsuka,けど......
main8-6,talk,itsuka,あなたや、あなたの祖母が感じる寂しさは、私たちの感じる寂しさとは違う
main8-6,talk,itsuka,私たちが感じてるのより、ずっと希薄で
main8-6,talk,itsuka,小さな感覚なんだと思う
main8-6,talk,natsuno,......
main8-6,talk,natsuno,......寂しさを感じにくい？
main8-6,talk,itsuka,そうだね
main8-6,talk,itsuka,ナツノは、この人と二人で話をすることが多かったから、気がつかなかったかもしれない
main8-6,talk,itsuka,でも、半年前......
main8-6,talk,itsuka,あの人の声を、一方的に聞いていることしかできなかった私は......
main8-6,talk,itsuka,あの人が、あの人の世界の、別の誰かと話をしているのを聞くことも多かった
main8-6,talk,itsuka,それで、聞いてるうちに、違和感を感じるようになった
main8-6,talk,itsuka,話していることが、私の感覚とうまく噛み合わないことがある
main8-6,talk,itsuka,知識とか、世の中の状況とか、そういうところではなくて
main8-6,talk,itsuka,何か......もっと、根本的なところで
main8-6,talk,itsuka,あなたたちと、私たちとでは......何か、根本的に違う
main8-6,talk,itsuka,ものの考え方とか、感じ方が違う
main8-6,talk,itsuka,そう思えて......
main8-6,talk,itsuka,それがきっと、寂しさなんだって気づいたんだ
main8-6,talk,itsuka,声を一方的に聞いてるだけでも、わかるくらい......
main8-6,talk,itsuka,あなたたちは......寂しさを知らない
main8-6,talk,natsuno,......
main8-6,talk,natsuno,......そう、なんだ
main8-6,talk,natsuno,......
main8-6,talk,natsuno,そう言われても......
main8-6,talk,natsuno,正直......わたしは、あんまり、ぴんとこない
main8-6,talk,natsuno,あなたとわたし......そんなに、違うかな......
main8-6,talk,natsuno,だって......
main8-6,talk,natsuno,寂しいって、全然思ってないわけじゃ......ないんでしょ？
main8-6,talk,natsuno,今までだって、普通に......
main8-6,talk,natsuno,......
main8-6,talk,itsuka,......
main8-6,talk,itsuka,......ま、そうだね
main8-6,talk,itsuka,寂しさの感じ方なんか、人それぞれだし
main8-6,talk,itsuka,私とナツノだって、同じようには感じてないだろうと思う
main8-6,talk,itsuka,......
main8-6,talk,itsuka,......でも
main8-6,talk,itsuka,私たちと、スマホの向こうのあなたは、やっぱり違う
main8-6,talk,itsuka,全然、違う
main8-6,talk,itsuka,......
main8-6,talk,itsuka,......たとえば
main8-6,pauseBgm
main8-6,talk,itsuka,あなたは──
main8-6,wait,1
main8-6,talk,itsuka,『祖母』が、何人いる？
main8-6,wait,2
main8-6,end,questSuccess
-,,,
main8-7,bg,computer00
main8-7,wait,4
main8-7,talk,,ほんのわずかな時間だけれど、
main8-7,talk,,答えるまでに、時間が必要だった。
main8-7,talk,,思い出すために。
main8-7,talk,,もちろん、指折り数えなければいけないほどいるわけもない。
main8-7,talk,,祖母で、家族なのだから、そんなにたくさんはいない。
main8-7,talk,,でも、一瞬だけ、思い出すための時間が必要だった。
main8-7,talk,,今、何人だっただろうか、と。
main8-7,wait,1
main8-7,fadeOutTextLine
main8-7,newPage
main8-7,fadeInTextLine
main8-7,wait,1
main8-7,talk,,そして答えた。
main8-7,talk,,祖母が、何人いるのか。
main8-7,talk,,去年の冬、気を紛らわせるために遠出した旅先で、一人、気の合う人と出会ったから──
main8-7,talk,,今は、
main8-7,wait,2
main8-7,talk,,全部で、七人だった。
main8-7,wait,3
main8-7,fadeOut,1
main8-7,newPage
main8-7,wait,3
main8-7,fadeIn,1
main8-7,playBgm,scenario06
main8-7,talk,,祖母は七人いる。
main8-7,talk,,最初に祖母ができたのは、まだ小さな頃。
main8-7,talk,,それから少しずつ増えていって、七人。
main8-7,talk,,同じ国に住んでいる祖母もいれば、遠くの国に引っ越してしまって滅多に会えない祖母もいる。
main8-7,talk,,亡くなってしまったのが二人。
main8-7,talk,,だから、今会って話ができる祖母は、五人。
main8-7,wait,1
main8-7,fadeOutTextLine
main8-7,newPage
main8-7,fadeInTextLine
main8-7,wait,1
main8-7,talk,,血の繋がった家族はいない。
main8-7,talk,,中には、血の繋がった肉親と家族になる人もいるけれど、
main8-7,talk,,大抵の人はそうではない。
main8-7,talk,,産まれたあと、子供は多くの人の手で育てられる。
main8-7,talk,,産まれた場所の、社会によって育てられる。
main8-7,talk,,その頃は、普通、誰とも家族にならない。
main8-7,talk,,皆が「育ての親」ではあるけれど、誰も法的な家族ではない。
main8-7,talk,,分別がつくようになって、お互いのことを理解し合えるようになって、やっと「家族」になれる。
main8-7,talk,,お互いが望んで、書類を提出すれば、それで家族になる。
main8-7,talk,,年が近ければ、兄や姉、弟や妹に。
main8-7,talk,,離れていれば、父や母に。
main8-7,talk,,もっと離れていれば、祖父や祖母に。
main8-7,talk,,そうやって、気の合う相手と、家族になる。
main8-7,talk,,「結婚」という方法で夫や妻になることもできるけれど、
main8-7,talk,,「家族」になるのは、それよりももっと手軽な方法。
main8-7,talk,,家族は、ともに支え合って生きていくための仕組み。
main8-7,talk,,この社会の中で、子供は大人に育てられ、老いれば子供に面倒をみてもらう。
main8-7,talk,,血縁にこだわった古い「家族」は、生まれるより何十年も前に消えてなくなった。
main8-7,talk,,だって──
main8-7,talk,,あまりにも、非効率だから。
main8-7,wait,1
main8-7,fadeOutTextLine
main8-7,newPage
main8-7,fadeInTextLine
main8-7,wait,1
main8-7,talk,,その方が効率がいいから、たくさんの人と家族になる。
main8-7,talk,,人が一人で生きるのは難しいから、家族を、社会をつくる。
main8-7,talk,,一緒に生きるのは──決して、「寂しい」からではない。
main8-7,talk,,寂しいなんて理由で、一緒にいたいと思うことなんてない。
main8-7,wait,1
main8-7,fadeOutTextLine
main8-7,newPage
main8-7,fadeInTextLine
main8-7,wait,1
main8-7,talk,,そう──
main8-7,talk,,だから、
main8-7,wait,1
main8-7,talk,,自分や祖母、この現実世界の人々と──彼女たちとでは、
main8-7,talk,,あまりにも、違う。
main8-7,wait,3
main8-7,end,questSuccess
-,,,
main8-8,bg,scenario31
main8-8,fg,survivor00,right-right,0,depress
main8-8,fg,survivor06,right-left,0
main8-8,playBgm,character06
main8-8,wait,3
main8-8,talk,itsuka,私たちと、あなたたちとでは
main8-8,talk,itsuka,感じてる『寂しさ』が、全然違う......
main8-8,talk,itsuka,それは、気持ちだけじゃなくて
main8-8,talk,itsuka,たぶん......世の中の、いろんなところに表れていて
main8-8,talk,itsuka,......
main8-8,talk,itsuka,たとえば......コンピュータとか、そういうものの有りようが、いい例だと思う
main8-8,talk,itsuka,あなたの世界では......
main8-8,talk,itsuka,ネットワークは、情報を素早く手に入れる手段でしかない
main8-8,talk,itsuka,そうでしょ？
main8-8,talk,itsuka,私たちの世界には、ネットワークを介したコミュニティがある
main8-8,talk,itsuka,確かにネットは、何かを調べたりする便利な方法だけど......
main8-8,talk,itsuka,私たちにとっては、それ以前に、誰かとコミュニケーションをとる方法になってる
main8-8,talk,itsuka,電話をしたり、チャットをしたり
main8-8,talk,itsuka,写真を撮ってアップロードしたり、日記を書いて公開したり
main8-8,talk,itsuka,それを見て、返事を書いたり
main8-8,talk,itsuka,四六時中、ネットを介して繋がっている
main8-8,talk,itsuka,けど......
main8-8,talk,itsuka,あなたの世界は、そうじゃない
main8-8,talk,itsuka,電話もチャットもあるだろうけど
main8-8,talk,itsuka,連絡を取り合う方法ってだけで
main8-8,talk,itsuka,用事もないのにお喋りしたり、
main8-8,talk,itsuka,誰かの日記を読んだりするものじゃない
main8-8,talk,itsuka,......
main8-8,talk,itsuka,もしかしたら......
main8-8,talk,itsuka,違うのは、『寂しさ』だけ、それだけなのかもしれない
main8-8,talk,itsuka,でも......その差が、世の中を大きく変えている
main8-8,talk,itsuka,家族だったり、技術だったり
main8-8,talk,itsuka,私たちの世界は......あまりにも、違う
main8-8,wait,2
main8-8,pauseBgm
main8-8,wait,1
main8-8,end,questSuccess
-,,,
main8-9,bg,computer00
main8-9,playBgm,scenario00
main8-9,wait,3
main8-9,talk,,確かに、電話もあるし、チャットツールもある。
main8-9,talk,,連絡を取ろうと思えば、すぐに取ることができる。
main8-9,talk,,でも、それは、要件があったから電話をしたり、チャットをするのであって。
main8-9,talk,,要件がなければ、家族とだって、話をしたりしない。
main8-9,talk,,日記をネットワーク上に公開する人もいるけれど、とても一般的な行為とはいえない。
main8-9,talk,,他人の日記を好き好んで読んだり、四六時中誰かと話をするためにネットを使うなんて、
main8-9,talk,,今まで、考えたこともなかった。
main8-9,wait,1
main8-9,fadeOutTextLine
main8-9,newPage
main8-9,fadeInTextLine
main8-9,wait,1
main8-9,talk,,あるいは、
main8-9,talk,,技術に注目するなら、もう一つ、わかりやすい例がある。
main8-9,wait,1
main8-9,bg,scenario19,2.0,1
main8-9,wait,2
main8-9,talk,,「天国」のこと。
main8-9,talk,,夜空に浮かぶ月にある、天国。
main8-9,talk,,あそこには、死んだ人がいる。
main8-9,talk,,死んだ人が、生き続けている。
main8-9,pauseBgm
main8-9,wait,3
main8-9,talk,,コンピュータの中の──「仮想世界」の住人として。
main8-9,wait,2
main8-9,fadeOut,1
main8-9,wait,2
main8-9,newPage
main8-9,fadeIn,1
main8-9,playBgm,scenario05
main8-9,wait,5
main8-9,talk,,仮想世界は、コンピュータの中に生み出される、仮想の宇宙。
main8-9,talk,,宇宙そのものを、計算器の中につくり出す方法。
main8-9,talk,,仮想世界は、コンピュータの中にあるけれど、宇宙そのもの──
main8-9,talk,,今私たちが生きているこの宇宙が、コンピュータ上の仮想世界ではないと証明できないくらいに。
main8-9,wait,1
main8-9,fadeOutTextLine
main8-9,newPage
main8-9,fadeInTextLine
main8-9,wait,1
main8-9,talk,,擬似的な計算であるところの「シミュレーション」とはまったく違う。
main8-9,talk,,仮想世界は、原子の一粒一粒から、無限の広がりがある宇宙をコンピュータの上の点にも満たない空間につくり出してしまう。
main8-9,talk,,コンピュータを使って、ここではないどこかに別の宇宙を生み出す方法、といった方が想像しやすいかもしれない。
main8-9,talk,,とにかく、そういう「仮想世界」が、この世界の至るところで生み出されている。
main8-9,talk,,その仮想世界を、もっとも多く生み出しているのが──「天国」。
main8-9,talk,,月面に築かれた施設の中で、無数の仮想世界が今も動いている。
main8-9,talk,,そこには、数え切れないくらいの世界があって、数え切れないくらいの人が生きている。
main8-9,wait,1
main8-9,fadeOutTextLine
main8-9,newPage
main8-9,fadeInTextLine
main8-9,wait,1
main8-9,talk,,それぞれの仮想世界は、ほんの少しずつ違う──と言われている。
main8-9,talk,,その中には、この世界とまったく同じ姿をしたものもあるだろうし、全然違うものもある。
main8-9,talk,,もしかしたらあり得たかもしれない、無数の「可能性」が、計算され続けている。
main8-9,talk,,だから、「天国」には、いろんな人がいる。
main8-9,talk,,この世界で生きている人も、この世界には産まれなかった人も。
main8-9,talk,,そして──この世界では、もう死んでしまった人も。
main8-9,talk,,だから、人は、あれを「天国」と呼んでいる。
main8-9,talk,,ここで死んでしまった人が、今も生きているかもしれない場所、という意味を込めて。
main8-9,wait,1
main8-9,fadeOutTextLine
main8-9,newPage
main8-9,fadeInTextLine
main8-9,wait,1
main8-9,talk,,けれど──「天国」は、死んだ人と会うためにあるわけではない。
main8-9,talk,,親しい人が亡くなるのは悲しいことだけれど、その「寂しさ」のために天国がつくられたのではない。
main8-9,talk,,そもそも、コンピュータ上の仮想世界は──中を覗くことができない。
main8-9,talk,,その仮想世界の中で生きている人と話をしたり、暮らしている景色を見ることはできない。
main8-9,talk,,中を覗こうと、穴を開ければ──仮想世界は、消滅する。
main8-9,talk,,それが、針でつついたくらいの穴であっても。
main8-9,talk,,難解な計算と、理論を組み上げていった末に、「そこに宇宙がある」とわかっているだけで。
main8-9,talk,,仮想世界の内側から情報を取り出すことは、絶対にできない。
main8-9,talk,,仮想世界の中にいる人と話をすることはできない。
main8-9,talk,,空想上の天国が、そうであるように。
main8-9,wait,3
main8-9,end,questSuccess
-,,,
main8-10,bg,scenario31
main8-10,fg,survivor00,right-right,0,depress
main8-10,playBgm,character06
main8-10,wait,3
main8-10,talk,natsuno,わたしたちの世界と
main8-10,talk,natsuno,スマホの向こうのあなたの世界が、全然違うってことは
main8-10,talk,natsuno,......わかった
main8-10,talk,natsuno,家族の意味が違う
main8-10,talk,natsuno,わたしたちの世界の月に......『天国』なんてない
main8-10,talk,natsuno,......それは
main8-10,talk,natsuno,......わかった、けど......
main8-10,talk,natsuno,......
main8-10,talk,natsuno,でも......
main8-10,talk,natsuno,......
main8-10,talk,natsuno,それって、わたしたちにとって......大事なこと......？
main8-10,talk,natsuno,わたしたちの違いではあるかもしれないけど......
main8-10,talk,natsuno,でも、別に......
main8-10,talk,natsuno,パンデミックのこととか、
main8-10,talk,natsuno,こうやってスマホが繋がってることとか、
main8-10,talk,natsuno,イツカに、あなたの声が聞こえるってこととは
main8-10,talk,natsuno,関係ない......よね？
main8-10,wait,1
main8-10,fg,survivor06,right-left,0.5
main8-10,talk,itsuka,......
main8-10,talk,itsuka,......私は
main8-10,talk,itsuka,その違いこそが......私たちの『寂しさ』こそが、全部のきっかけなんじゃないかと思ってる
main8-10,talk,natsuno,......
main8-10,talk,natsuno,......きっかけ？
main8-10,talk,itsuka,全部......
main8-10,talk,itsuka,私に声が聞こえるようになったのも、
main8-10,talk,itsuka,ナツノのスマホが繋がったのも、
main8-10,talk,itsuka,このパンデミックだって......
main8-10,talk,itsuka,全部、私たちが
main8-10,talk,itsuka,この──苦しいくらいの『寂しさ』を感じるようになったのが
main8-10,talk,itsuka,すべての最初に起こったことなんだと思う
main8-10,pauseBgm
main8-10,wait,2
main8-10,fadeOut,1
main8-10,wait,2
main8-10,newPage
main8-10,fgClear
main8-10,fadeIn,1
main8-10,playBgm,scenario05
main8-10,wait,2
main8-10,fg,survivor06,right-right,1.0
main8-10,wait,1
main8-10,talk,itsuka,たぶん......
main8-10,talk,itsuka,スマホの向こうのあなたが、『寂しさ』を感じないってことが、おかしいんじゃない
main8-10,talk,itsuka,私たちには、それが奇妙なことに思えるけど
main8-10,talk,itsuka,私たちと同じように寂しさを感じないって、想像もできないけど
main8-10,talk,itsuka,でも......
main8-10,talk,itsuka,そうじゃない
main8-10,talk,itsuka,おかしいのは......
main8-10,talk,itsuka,たぶん......
