id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main13-1,bg,scenario33
main13-6,talk,,きっと、彼女は気づいているだろう。
main13-6,talk,,アカネやイツカだって、気づいているだろう。
main13-6,talk,,そのコンピュータで、あらゆる操作ができる。
main13-6,talk,,新しいデータをつくったり、編集したり──
main13-6,talk,,──消去したり。
main13-6,talk,,だから。
main13-6,talk,,彼女がそのコンピュータに、ほんの幾度か触れるだけで、
main13-6,talk,,彼女たちの生きる、仮想世界を──
main13-6,talk,,その、すべてを──
main13-6,wait,3
main13-6,end,questSuccess
-,,,
main13-7,bg,scenario03
main13-7,fgClear
main13-7,hideStatus
main13-7,playBgm,environment08
main13-7,wait,5
main13-7,fg,survivor06,right-right,1.0,depress
main13-7,wait,1
main13-7,talk,itsuka,......この間は、ごめん
main13-7,talk,itsuka,ちょっと気が動転して......
main13-7,talk,itsuka,......でも、今は、もう大丈夫
main13-7,talk,itsuka,......
main13-7,talk,itsuka,あなたが言ってたことが、正しいなら......
main13-7,talk,itsuka,......いや
main13-7,talk,itsuka,あなたが言ってたことは、きっと、正しいんだろう
main13-7,talk,itsuka,嘘をつく意味も、疑う意味もない
main13-7,talk,itsuka,あなたは、あなたが聞いたことを、私たちに伝えてくれただけ......なんだ
main13-7,talk,itsuka,......
main13-7,pauseBgm
main13-7,talk,itsuka,......あの人には
main13-7,talk,itsuka,目的なんかなかった
main13-7,talk,itsuka,この世界をつくったことに......
main13-7,talk,itsuka,深い意味なんて、なかった
main13-7,talk,itsuka,......
main13-7,talk,itsuka,......きっと
main13-7,playBgm,scenario03
main13-7,talk,itsuka,それが......真実なんだと思う
main13-7,talk,itsuka,......
main13-7,talk,itsuka,......それに
main13-7,talk,itsuka,......ナツノの言ってたことも
main13-7,talk,itsuka,たぶん、正しい
main13-7,talk,itsuka,この世界で『寂しさ』が膨れ上がって
main13-7,talk,itsuka,パンデミックが起きたのは......
main13-7,talk,itsuka,たぶん、ただの偶然
main13-7,talk,itsuka,これだけが、ある意味、本当の偶然で
main13-7,talk,itsuka,それ以外は......
main13-7,talk,itsuka,あの人が──あなたの祖母が、誰かを探しているように思ったり
main13-7,talk,itsuka,そのせいで寂しさがあるんだって考えたり
main13-7,talk,itsuka,だから、私たちは外の世界と繋がったんだって決めつけたり
main13-7,talk,itsuka,そういうのは......
main13-7,talk,itsuka,全部──私が、都合よく、ものを見てただけ
main13-7,talk,itsuka,自分に都合のいいように勘違いしてただけ
main13-7,talk,itsuka,ただの偶然に......勝手な『物語』を見出してただけ
main13-7,talk,itsuka,......
main13-7,talk,itsuka,......そう、だよね
main13-7,talk,itsuka,そんなの、映画とかドラマみたいな話で
main13-7,talk,itsuka,理屈が通り過ぎてる
main13-7,talk,itsuka,都合、よすぎる......
main13-7,talk,itsuka,現実は......
main13-7,talk,itsuka,そんな風に......すべてのことに、納得できる理由があったりしないんだ
main13-7,talk,itsuka,......
main13-7,talk,itsuka,............
main13-7,talk,itsuka,......こうやって
main13-7,talk,itsuka,平気そうに、冷静に......してようって思ってるけど
main13-7,talk,itsuka,けど......
main13-7,talk,itsuka,......
main13-7,talk,itsuka,......本当は
main13-7,talk,itsuka,こんなこと、誰にも言うつもりなかった
main13-7,talk,itsuka,だけど......
main13-7,talk,itsuka,......
main13-7,fg,survivor06,right-right,0.5,default
main13-7,talk,itsuka,私は......
main13-7,talk,itsuka,あの人に──あなたの祖母に、焦がれていたんだ
main13-7,talk,itsuka,憧れていた......
main13-7,talk,itsuka,崇拝していた......と言っても、いいかもしれない
main13-7,talk,itsuka,あるいは......
main13-7,fg,survivor06,right-right,0.5,depress
main13-7,talk,itsuka,......恋を
main13-7,talk,itsuka,していたのかも
main13-7,talk,itsuka,......
main13-7,talk,itsuka,......なぜ、って思うかもしれない
main13-7,talk,itsuka,私は、あの人の声を聞いていただけで
main13-7,talk,itsuka,話をしたこともない
main13-7,talk,itsuka,......
main13-7,fg,survivor06,right-right,0.5,default
main13-7,talk,itsuka,でも......
main13-7,talk,itsuka,考えてみてほしい
main13-7,talk,itsuka,半年前、私には......いきなり、声が聞こえたんだ
main13-7,talk,itsuka,明らかに、この世界に生きる人ではない、誰かの声
main13-7,talk,itsuka,耳じゃなくて、心の中に響く声
main13-7,talk,itsuka,それは......
main13-7,talk,itsuka,そう......神様からのお告げみたいで
main13-7,talk,itsuka,私にとって、あの人は......ある意味では、神様みたいなものだったんだ
main13-7,talk,itsuka,私じゃなくったって
main13-7,talk,itsuka,誰だって、いきなりこの世のものじゃない声が聞こえてきたら、そうなると思う
main13-7,talk,itsuka,最初は怖かったけど
main13-7,talk,itsuka,慣れてくると、何か、自分がすごいものを聞いているような気になって
main13-7,talk,itsuka,ずっと聞いてるうちに、その声が神聖なものに思えてきて
main13-7,talk,itsuka,憧れとも、信仰とも、恋ともつかない......
main13-7,talk,itsuka,おかしな気持ちになってしまうんだ
main13-7,talk,itsuka,......
main13-7,fg,survivor06,right-right,0.5,depress
main13-7,talk,itsuka,......だから、なんだ
main13-7,talk,itsuka,全部、そんなことが......
main13-7,talk,itsuka,そんな、個人的で、くだらない気持ちが......理由なんだ
main13-7,talk,itsuka,ナツノを探して旅をしたのも
main13-7,talk,itsuka,あの人のことを知ろうとしたのも
main13-7,talk,itsuka,あの人が、この世界をつくった理由にこだわったのも
main13-7,talk,itsuka,全部......私の、わがままなんだ
main13-7,talk,itsuka,......
main13-7,talk,itsuka,......あなたの言ってることが、本当なのは、わかる
main13-7,talk,itsuka,ナツノが言ってたことが、正しいのも、わかる
main13-7,talk,itsuka,でも......
main13-7,talk,itsuka,それでも......
main13-7,talk,itsuka,私は......
main13-7,talk,itsuka,信じられない......
main13-7,talk,itsuka,信じたくないよ......
main13-7,talk,itsuka,あれが......ただの偶然だったなんて......
main13-7,talk,itsuka,......
main13-7,talk,itsuka,今でも......
main13-7,talk,itsuka,こんな状況になっても......
main13-7,talk,itsuka,私は、ずっと、変わらずに、思ってるんだ......
main13-7,talk,itsuka,あの人の声が聞きたい
main13-7,talk,itsuka,あの人と、会って話がしたいって
main13-7,talk,itsuka,......
main13-7,talk,itsuka,......私の中の『寂しさ』のせい、なのかもしれないけど......
main13-7,talk,itsuka,それでも......私は、ずっと
main13-7,talk,itsuka,あの人に......会いたいんだ......
main13-7,talk,itsuka,......
main13-7,wait,3
main13-7,end,questSuccess
-,,,
main13-8,bg,scenario00
main13-8,fgClear
main13-8,hideStatus
main13-8,wait,3
main13-8,playBgm,character03
main13-8,fg,survivor03,right-right,0.5
main13-8,talk,akane,やっほ
main13-8,talk,akane,......
main13-8,talk,akane,......そんな
main13-8,talk,akane,暗い顔しないでよ
main13-8,talk,akane,アタシはこんな笑顔なのにー
main13-8,talk,akane,ほら、元気だせってー
main13-8,fg,survivor03,right-right,0.5,serious
main13-8,talk,akane,......
main13-8,talk,akane,......ほんと
main13-8,talk,akane,元気出しなよ
main13-8,talk,akane,あなたがそんなんじゃ......
main13-8,talk,akane,ナツノちゃんも......
main13-8,talk,akane,......
main13-8,talk,akane,......え？
main13-8,fg,survivor03,right-right,0.5,default
main13-8,talk,akane,ああ
main13-8,talk,akane,このスマホ？
main13-8,talk,akane,ナツノちゃんから奪ってきた
main13-8,talk,akane,無理やりね
main13-8,talk,akane,今頃ナツノちゃん、アタシ探し回ってるんじゃない？
main13-8,talk,akane,......や、どーだろうね
main13-8,talk,akane,アタシを探してるか
main13-8,talk,akane,このスマホを──
main13-8,talk,akane,あなたを、探してるか
main13-8,talk,akane,どっちだろうね
main13-8,talk,akane,......勝負する？
main13-8,talk,akane,......
main13-8,talk,akane,......なーんて
main13-8,talk,akane,勝ち目、なさそうだしなー
main13-8,talk,akane,......
main13-8,fg,survivor03,right-right,0.5,serious
main13-8,talk,akane,......あー
main13-8,talk,akane,ごめん
main13-8,talk,akane,ちょっと、座っていい？
main13-8,talk,akane,......
main13-8,fgRemove,survivor03,1.0
main13-8,talk,akane,ごめん
main13-8,talk,akane,元気出せよ、とか、えらそーに言っときながら
main13-8,talk,akane,やっぱ、痛むときは痛むんだ
main13-8,talk,akane,平気なときもあるんだけど
main13-8,talk,akane,いつ平気で、いつしんどいのか、今のところは予測不能
main13-8,talk,akane,雨の日とか、古傷が痛むとか言うけどね
main13-8,talk,akane,そういうのも、なさそう
main13-8,talk,akane,絶賛、日誌つけて研究ちゅー
main13-8,pauseBgm
main13-8,talk,akane,......
main13-8,talk,akane,日誌つけながら、いろいろ記録してるんだけど
main13-8,talk,akane,......
main13-8,talk,akane,......最近
main13-8,talk,akane,夢を......見るんだ
main13-8,talk,akane,......
main13-8,playBgm,scenario04
main13-8,talk,akane,これが、まぁ、変な夢でさ
main13-8,talk,akane,うまく説明できる気、しないけど
main13-8,talk,akane,こう......宇宙みたいな？
main13-8,talk,akane,何もない、でも、何かがある......
main13-8,talk,akane,真っ暗なんだけど、星の瞬きみたいなのだけが見える......
main13-8,talk,akane,そういう、よくわかんないところを
main13-8,talk,akane,ふらふらさ迷う......そんな夢
main13-8,talk,akane,これだけ聞くと......ま、そっかーって感じだと思うけど
main13-8,talk,akane,同じような夢を、何度も見るし
main13-8,talk,akane,あれが......夢って感じがしなくて
main13-8,talk,akane,......
main13-8,talk,akane,......この前は
main13-8,talk,akane,夢の中で、ふらふら歩いてたつもりなのに
main13-8,talk,akane,いつの間にか......寝床から起き上がって、現実で歩き回ってたり
main13-8,talk,akane,......
main13-8,talk,akane,......あの夢を見てるとき
main13-8,talk,akane,とんでもなく......
main13-8,talk,akane,寂しいんだ
main13-8,talk,akane,寂しくて寂しくて
main13-8,talk,akane,誰かいないかなって......歩き回るんだ
main13-8,talk,akane,そのうち、その何もない夢の中に、何かが見えたような気がして
main13-8,talk,akane,誰かが......いるような気がして
main13-8,talk,akane,そうやって......寂しさに震えながら、歩くんだ
main13-8,talk,akane,......
main13-8,talk,akane,......もしかしたら
main13-8,talk,akane,感染して、意識を失ったように見える人たちは
main13-8,talk,akane,みんな......あの夢の中みたいなところで
main13-8,talk,akane,わけもわからないまま......
main13-8,talk,akane,寂しくて寂しくて、仕方なくて
main13-8,talk,akane,ただ、歩き回ってるだけなのかもしれない......
main13-8,talk,akane,それで、アタシたちを見つけて、近づいてくる......みたいな
main13-8,talk,akane,アタシが見てるのは、そういう
main13-8,talk,akane,感染した人が、みんな見るものなんじゃないかなって......そんな気がする
main13-8,talk,akane,......
main13-8,talk,akane,......アタシはさ
main13-8,talk,akane,この世界が存在してる意味とか
main13-8,talk,akane,アタシが生きてる理由とか
main13-8,talk,akane,そういうのは......あんまり気にならないんだ
main13-8,talk,akane,少なくとも、アタシたちは、この世界で今生きてる......
main13-8,talk,akane,意味とか理由より、そのことの方がずっと大事だって思ってる
main13-8,talk,akane,......
main13-8,talk,akane,......だから
main13-8,talk,akane,もし、感染者がみんな
main13-8,talk,akane,あんな寂しさの中にいるんだったら......
main13-8,talk,akane,それを、なんとかしたいって思う
main13-8,talk,akane,意味とか、理由とか、そういうのはないかもしれないけど
main13-8,talk,akane,感染したり、苦しんだりしてる人たちは......
main13-8,talk,akane,確かに、いるんだ
main13-8,wait,3
main13-8,end,questSuccess
-,,,
