id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main11-1,bg,scenario03
main11-1,talk,itsuka,今まで、ずっと考えてきたんだ
main11-1,talk,itsuka,あの人の声が聞こえるようになって
main11-1,talk,itsuka,世の中で変なことが起き始めて
main11-1,talk,itsuka,何もかもおかしくなって
main11-1,talk,itsuka,そんな中で、なんとか暮らしながら
main11-1,talk,itsuka,ずっと考えてたんだ
main11-1,talk,itsuka,あなたの祖母のこと
main11-1,talk,itsuka,この世界のこと
main11-1,talk,itsuka,私の住むこの世界が、現実じゃないってこと
main11-1,talk,itsuka,そういうことを......ずっと、ゆっくり考えてきた
main11-1,talk,itsuka,あなたの祖母の声から、いろんなことを聞き取って、想像して
main11-1,talk,itsuka,少しずつ、自分の中でわかることが増えていった
main11-1,talk,itsuka,だから......私は、平気だったんだと思う
main11-1,talk,itsuka,最初、この世界がコンピュータの中にあるかもしれないって気づいたとき
main11-1,talk,itsuka,そりゃ......怖かったよ
main11-1,talk,itsuka,ベッドから出られなくなった
main11-1,talk,itsuka,でも......何日かして起き上がった
main11-1,talk,itsuka,私には、考える時間も、想像する余裕もあったから
main11-1,talk,itsuka,でも......
main11-1,talk,itsuka,ナツノは、今
main11-1,talk,itsuka,いきなり、いろんなことを言われて
main11-1,talk,itsuka,たぶん......
main11-1,talk,itsuka,不安だと、思う
main11-1,talk,itsuka,......
main11-1,talk,itsuka,けど、そう......
main11-1,talk,itsuka,こんな風に、申し訳ない気持ちでいるけど
main11-1,talk,itsuka,でも、同じくらい......こうするしかなかったって思う
main11-1,talk,itsuka,これでやっと、全部、わかるかもしれないから
main11-1,talk,itsuka,あなたの祖母のことも、この世界のことも......
main11-1,talk,itsuka,どうしても......私は、知りたいんだ
main11-1,talk,itsuka,だから......
main11-1,talk,itsuka,......
main11-1,talk,itsuka,......こんなこと
main11-1,talk,itsuka,言えた義理じゃないし
main11-1,talk,itsuka,お願いできるような仲でもないけどさ
main11-1,fg,survivor06,right-right,0.5,default
main11-1,talk,itsuka,......あなたが、もし
main11-1,talk,itsuka,その気があるなら
main11-1,talk,itsuka,ナツノを......
main11-1,talk,itsuka,支えてあげてほしい
main11-1,talk,itsuka,きっと......不安だと思うから
main11-1,talk,itsuka,......
main11-1,fg,survivor06,right-right,0.5,depress
main11-1,talk,itsuka,......ほんと
main11-1,talk,itsuka,どの口が言ってるんだって感じだけど、ね......
main11-1,wait,2
main11-1,end,questSuccess
-,,,
main11-2,bg,scenario23
main11-2,fgClear
main11-2,playBgm,scenario06
main11-2,wait,5
main11-2,fg,survivor00,right-right,0.5
main11-2,wait,1
main11-2,talk,natsuno,......
main11-2,talk,natsuno,......なに？
main11-2,talk,natsuno,......
main11-2,talk,natsuno,......珍しいね
main11-2,talk,natsuno,あなたの方から、話そうって言ってくるの
main11-2,talk,natsuno,......まぁ、でも
main11-2,talk,natsuno,わたしも、ちょっと話したいことあったし
main11-2,fg,survivor00,right-right,0.5,depress
main11-2,talk,natsuno,......や
main11-2,talk,natsuno,話したいことっていうか
main11-2,talk,natsuno,具体的に、言いたいこととか、あるわけじゃないんだけど
main11-2,talk,natsuno,......
main11-2,fg,survivor00,right-right,0.5,serious
main11-2,talk,natsuno,......最近、ほんと
main11-2,talk,natsuno,いろいろありすぎて
main11-2,talk,natsuno,ちょっと......疲れたっていうか
main11-2,talk,natsuno,自分でも、どうしていいか、わかんないっていうか
main11-2,talk,natsuno,......
main11-2,talk,natsuno,......あーあ
main11-2,talk,natsuno,大人が、お酒飲みながらいろんな愚痴言ってるときって
main11-2,talk,natsuno,こんな気持ちなのかな
main11-2,talk,natsuno,......わかりたくなかったなぁ、こんなの
main11-2,talk,natsuno,......
main11-2,fg,survivor00,right-right,0.5,depress
main11-2,talk,natsuno,......この世界が、現実じゃなくて
main11-2,talk,natsuno,誰かがつくった、コンピュータの中の世界だったとか
main11-2,talk,natsuno,パンデミックが、外の、現実の世界と繋がるためだったとか
main11-2,talk,natsuno,あなたのおばあさんが、誰かを探しているのかもしれないとか
main11-2,talk,natsuno,なんか......
main11-2,talk,natsuno,もう、頭がパンクしそう
main11-2,talk,natsuno,......
main11-2,fg,survivor00,right-right,0.5,serious
main11-2,talk,natsuno,......イツカやアカネさんの言ってることが、わからないってことは、ないよ
main11-2,talk,natsuno,ちゃんとわかるように説明してくれるし
main11-2,talk,natsuno,ときどき、よくわかんなくなることもあるけど......
main11-2,talk,natsuno,でも、この世界がコンピュータの中にあって
main11-2,talk,natsuno,あなたは、その外にいる人で
main11-2,talk,natsuno,......そういうのが、全然わかんないってことは......ない
main11-2,talk,natsuno,......
main11-2,talk,natsuno,............
main11-2,pauseBgm
main11-2,fg,survivor00,right-right,0.5,depress
main11-2,talk,natsuno,......でも
main11-2,talk,natsuno,でもね
main11-2,talk,natsuno,ほんとは......
main11-2,talk,natsuno,なんか......
main11-2,talk,natsuno,......
main11-2,fg,survivor00,right-right,0.5,serious
main11-2,talk,natsuno,変だなって、思うの
main11-2,talk,natsuno,違和感っていうか
main11-2,talk,natsuno,ただ......変な感じがするって、だけ、なんだけど
main11-2,talk,natsuno,......
main11-2,talk,natsuno,この世界が仮想の世界で
main11-2,talk,natsuno,それをつくったのが、あなたのおばあさんで
main11-2,talk,natsuno,そのおばあさんが、誰かを探していて
main11-2,talk,natsuno,二人を会わせるために、世界が繋がって
main11-2,talk,natsuno,それで、わたしとあなたが出会って、話をしてて......
main11-2,talk,natsuno,......
main11-2,talk,natsuno,......なんか
main11-2,talk,natsuno,変だって、思わない？
main11-2,talk,natsuno,......
main11-2,wait,1
main11-2,fgRemove,survivor00,1.0
main11-2,wait,1
main11-2,talk,natsuno,......ねぇ
main11-2,talk,natsuno,......
main11-2,talk,natsuno,だって......
main11-2,talk,natsuno,世の中って
main11-2,talk,natsuno,そんな、何かの『物語』みたいに──
main11-2,wait,1
main11-2,talk,natsuno,──都合よく、できてるんだっけ......？
main11-2,wait,5
main11-2,end,questSuccess
-,,,
main11-3,bg,computer00
main11-3,wait,5
main11-3,talk,,ナツノと話す、そのコンピュータとは別の端末が
main11-3,talk,,ちらりと、光で何かを知らせた。
main11-3,wait,1
main11-3,talk,,祖母の「兄」からのメッセージだった。
main11-3,wait,1
main11-3,fadeOutTextLine
main11-3,newPage
main11-3,fadeInTextLine
main11-3,playBgm,scenario00
main11-3,wait,1
main11-3,talk,,数日前に、連絡先を探し出してメッセージを送っておいた。
main11-3,talk,,その返事だった。
main11-3,talk,,彼は、祖母の「兄」だった。
main11-3,talk,,二度、彼の顔を見たことがあった。
main11-3,talk,,一度目は、祖母から紹介してもらったとき。
main11-3,talk,,二度目は、祖母の葬儀の場で。
main11-3,talk,,生前の祖母は、彼を「兄」だと紹介してくれた。
main11-3,talk,,世にも珍しい──血の繋がった、兄だと。
main11-3,wait,1
main11-3,fadeOutTextLine
main11-3,newPage
main11-3,fadeInTextLine
main11-3,wait,1
main11-3,talk,,祖母の兄は、だから、祖母のことを幼い頃から知っていた。
main11-3,talk,,二人は生まれついての兄妹で、生まれてから祖母が亡くなるまで交流があった。
main11-3,talk,,その日の夕食の前に、彼は、映話で話をする時間をつくってくれた。
main11-3,talk,,最初、彼は思い出話を聞かせてくれた。
main11-3,wait,1
main11-3,fadeOutTextLine
main11-3,newPage
main11-3,fadeInTextLine
main11-3,wait,1
main11-3,talk,,しばらくの間、二人で思い出を語った。
main11-3,talk,,今はもうここにいない人を、偲ぶ時間だった。
main11-3,talk,,これからどんな話をするにしても、亡き人の話をするには、そういう時間が必要だった。
main11-3,wait,1
main11-3,pauseBgm
main11-3,fadeOutTextLine
main11-3,newPage
main11-3,fadeInTextLine
main11-3,wait,1
main11-3,talk,,それから、彼は、ゆっくり話してくれた。
main11-3,talk,,六十年前の──若い頃の、祖母のこと。
main11-3,talk,,祖母が遺したコンピュータのこと。
main11-3,wait,1
main11-3,talk,,祖母がつくった、世界のこと。
main11-3,wait,3
main11-3,end,questSuccess
-,,,
main11-4,bg,scenario24
main11-4,wait,5
main11-4,talk,,──思えば。
main11-4,talk,,気がつけたはずのことだって、たくさんあった。
main11-4,talk,,たくさんありすぎて、不思議なくらいだった。
main11-4,wait,2
main11-4,fadeOutTextLine
main11-4,newPage
main11-4,fadeInTextLine
main11-4,wait,1
main11-4,talk,,祖母の兄から、話を聞いた。
main11-4,talk,,祖母が遺したコンピュータのこと。
main11-4,talk,,その中で今も動き続けている世界のこと。
main11-4,talk,,彼が話を終えるまで、じっと、黙って聞いていた。
main11-4,talk,,すべて聞き終えて、
main11-4,talk,,目の前が真っ暗になった。
main11-4,wait,2
main11-4,fadeOutTextLine
main11-4,newPage
main11-4,fadeInTextLine
main11-4,wait,1
main11-4,talk,,だから、これは──
main11-4,talk,,祖母が、仮想世界をつくったのも。
main11-4,talk,,一年前、遺品の中からそれを見つけてきたのも。
main11-4,talk,,仮想世界の中で、奇妙なパンデミックが起こったのも。
main11-4,talk,,内と外の世界が繋がったのも。
main11-4,talk,,あの日──ナツノと出会ったのも。
main11-4,wait,2
main11-4,talk,,何もかも、すべて──
main11-4,talk,,ただの、
main11-4,fadeOut,0.01
main11-4,wait,5
main11-4,end,ending,main11
-,,,
