id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main6-1,bg,scenario30
main6-2,talk,minamo,車、持ってるんでしょ？　その子
main6-2,talk,minamo,車乗ってどっか行っちゃったら、さすがに......かなぁ
main6-2,talk,minamo,きみの言う、その
main6-2,talk,minamo,スマホから十メートル以内にいるはずー、っていうの
main6-2,talk,minamo,なんなん？
main6-2,talk,minamo,どんな理屈？
main6-2,talk,minamo,......
main6-2,talk,minamo,......話したくないんなら
main6-2,talk,minamo,いいけどさ
main6-2,talk,minamo,......や
main6-2,talk,minamo,言っても信じない......とか言われても
main6-2,talk,minamo,今スマホで通話繋がってる時点で、だいぶ、なんでも信じられそうなんだけど......
main6-2,talk,minamo,しかも、きみのいるところ
main6-2,talk,minamo,うちらのいる世界じゃなさそうだし
main6-2,talk,minamo,なんか、平和そうじゃん
main6-2,talk,minamo,こんなことになってない......別の世界ってこと、なんかな
main6-2,talk,minamo,別の宇宙？
main6-2,talk,minamo,並行世界的な？
main6-2,talk,minamo,それともやっぱり、スマホの妖精？
main6-2,talk,minamo,もしきみが......こう、かわいい系の
main6-2,talk,minamo,もふもふした生物だったら
main6-2,talk,minamo,うちはたぶん、魔法少女とかに変身してたんだろうな
main6-2,talk,minamo,そしたら、この竹刀も、かわいい感じに変身して......
main6-2,talk,minamo,うーん......
main6-2,talk,minamo,うちもそっちの世界に行きたい......
main6-2,talk,minamo,......ような、そうでもないような
main6-2,talk,minamo,学校とか、もう行きたくないし
main6-2,talk,minamo,働きたくもないし
main6-2,talk,minamo,じゃまぁ、このままでいいかなぁ......とか思ったり
main6-2,talk,minamo,思わんかったり？
main6-2,talk,minamo,......まーでも
main6-2,talk,minamo,キンキンに冷えた炭酸、飲みたいなー
main6-2,talk,minamo,......
main6-2,fg,survivor05,right-right,0.5,smile
main6-2,talk,minamo,......さて
main6-2,talk,minamo,くだんないこと言ってないで
main6-2,talk,minamo,どうしようね
main6-2,talk,minamo,落とし物届けるくらいの気持ちだったけど
main6-2,talk,minamo,思ったより、長旅になるかもしれんね
main6-2,wait,2
main6-2,end,questSuccess
-,,,
main6-3,bg,scenario30
main6-3,playBgm,character05
main6-3,talk,minamo,きみはさ
main6-3,talk,minamo,そのナツノって子と、どんな関係だったの？
main6-3,talk,minamo,......こうやってスマホで話してた、っていうのは聞いたよ
main6-3,talk,minamo,うちがたまたまスマホ拾ったのと同じで
main6-3,talk,minamo,その子も、たまたま自分のスマホがきみと繋がった......んよね
main6-3,talk,minamo,だから......
main6-3,talk,minamo,どんなっていうのは......
main6-3,talk,minamo,そうだな......どんな話してた、とか？
main6-3,talk,minamo,一緒にいるわけじゃない......スマホで通話が繋がってるだけの相手との二人旅って
main6-3,talk,minamo,なんていうか、想像つかんくて
main6-3,talk,minamo,いや、そう、うちが今まさにその状況にあるんだけど
main6-3,talk,minamo,でも......
main6-3,talk,minamo,ナツノって子と一緒だった時間は
main6-3,talk,minamo,うちとの時間とは、違う......んかな、と思って
main6-3,talk,minamo,......そんな感じ
main6-3,talk,minamo,......
main6-3,talk,minamo,どんな話、して
main6-3,talk,minamo,お互いのこと、どんな風に思っとって
main6-3,talk,minamo,そういう旅って、どんな感じだったんかなって
main6-3,talk,minamo,......
main6-3,talk,minamo,......もう一つ気になるのは
main6-3,talk,minamo,その子と、喧嘩別れでもしたん？
main6-3,talk,minamo,......だって
main6-3,talk,minamo,きみは、やたらその子と会いたがってるけど
main6-3,talk,minamo,その子は、きみと話せるスマホ置いて、どっか行ってるわけで
main6-3,talk,minamo,なんか......あったんだろうなって
main6-3,talk,minamo,......いや、ごめん
main6-3,talk,minamo,聞かん方がいいよね
main6-3,talk,minamo,いろいろ、あったんよね
main6-3,talk,minamo,ま、別に、どんな事情があっても
main6-3,talk,minamo,うちは暇してるから
main6-3,talk,minamo,その子を探すよ
main6-3,talk,minamo,気が向いたら、思い出話でも
main6-3,talk,minamo,聞かせてくれたら......うれしいかな
main6-3,talk,minamo,......
main6-3,talk,minamo,......そっか
main6-3,talk,minamo,もう、結構昔のこと......なんかな
main6-3,talk,minamo,憶えてないことも、あるよね
main6-3,talk,minamo,わかる
main6-3,talk,minamo,うちも......いろんなこと、忘れちゃった
main6-3,talk,minamo,ついこの前まで、当たり前だったこと
main6-3,talk,minamo,眠いなーって思いながら起きて
main6-3,talk,minamo,学校行って、駄弁って、道場行って......
main6-3,talk,minamo,そんなのが、当たり前だったんよねって
main6-3,talk,minamo,ときどき思う
main6-3,talk,minamo,......
main6-3,talk,minamo,きみにとっては
main6-3,talk,minamo,ナツノって子との時間が......そういう感じ、なんかな
main6-3,wait,2
main6-3,end,questSuccess
-,,,
main6-4,bg,scenario30
main6-4,playBgm,character05
main6-4,wait,2
main6-4,talk,minamo,......ねぇ
main6-4,talk,minamo,きみは、どうしてその子を探してるん？
main6-4,talk,minamo,その......ナツノって子
main6-4,talk,minamo,......
main6-4,talk,minamo,......うちが知ったって何にもならんし
main6-4,talk,minamo,知らんままでも、別にいいけど
main6-4,talk,minamo,でも、もし
main6-4,talk,minamo,聞かせてくれるなら......聞きたいな
main6-4,talk,minamo,その子が、きみにとってどういう人なんか、とか
main6-4,talk,minamo,その子と会えたら、どんな話をするんか、とか
main6-4,talk,minamo,その子が......どんな人なんか、とか
main6-4,pauseBgm
main6-4,talk,minamo,......
main6-4,wait,1
main6-4,talk,minamo,......きみと話ができるって
main6-4,talk,minamo,こうして、スマホが繋がってるって
main6-4,talk,minamo,普通のことじゃないよね
main6-4,talk,minamo,電波なんか、もう飛んでないし
main6-4,talk,minamo,きみは......パンデミックも、何も起こっとらん世界にいるんよね
main6-4,talk,minamo,なんで？
main6-4,talk,minamo,......って思う、この感じ
main6-4,talk,minamo,たぶん、一生わからんのだろうなって思う、この感じ
main6-4,talk,minamo,あの頃......世界が終わり始めた、あの頃と、一緒
main6-4,talk,minamo,何が起きてるのか、なんにもわからんくて
main6-4,talk,minamo,でも、目の前で、確かに何かが起きてる
main6-4,talk,minamo,......
main6-4,wait,1
main6-4,playBgm,scenario03
main6-4,fg,survivor05,right-right,0.5,depress
main6-4,talk,minamo,......きみが
main6-4,talk,minamo,きみが、その子を探してるのは
main6-4,talk,minamo,この世界の終わりとか、パンデミックとか
main6-4,talk,minamo,そういうのと......関係がある......んよね
main6-4,talk,minamo,......
main6-4,talk,minamo,......うん
main6-4,fg,survivor05,right-right,0.5,default
main6-4,talk,minamo,けど、まぁ
main6-4,talk,minamo,今じゃなくても、いいや
main6-4,talk,minamo,今じゃなくてもいい
main6-4,talk,minamo,きみが、その子と再会できて
main6-4,talk,minamo,いろんな話をして
main6-4,talk,minamo,いろんなことが起きて
main6-4,talk,minamo,それで......いろいろ、落ち着いたときにでも
main6-4,talk,minamo,聞かせてよ
main6-4,talk,minamo,何があったんか
main6-4,talk,minamo,きみが......ナツノって子と、何をしてるのか
main6-4,talk,minamo,......
main6-4,wait,1
main6-4,pauseBgm
main6-4,fgRemove,survivor05,1.0
main6-4,wait,1
main6-4,talk,minamo,......ほんとに
main6-4,talk,minamo,なんで......
main6-4,talk,minamo,あんな、思いつめたみたいな顔で......
main6-4,talk,minamo,......
main6-4,talk,minamo,............
main6-4,wait,1
main6-4,talk,minamo,......じゃあ
main6-4,talk,minamo,いつか、また会えたら
main6-4,talk,minamo,そんとき、また、教えて
main6-4,talk,minamo,......
main6-4,talk,minamo,......じゃあね
main6-4,wait,1
main6-4,talk,minamo,ばいばい
main6-4,wait,3
main6-4,end,questSuccess
-,,,
main6-5,bg,scenario01
main6-5,playBgm,scenario05
main6-5,wait,3
main6-5,talk,,ばいばい──
main6-5,talk,,彼女が最後にそう言うと、画面は真っ青な空を映すばかりになった。
main6-5,talk,,彼女の姿は消え、息遣いも聞こえなかった。
main6-5,talk,,真夏の空に、蝉の声だけが響いた。
main6-5,talk,,空は、眩しいくらいに青かった。
main6-5,wait,1
main6-5,fadeOutTextLine
main6-5,newPage
main6-5,fadeInTextLine
main6-5,wait,1
main6-5,talk,,何を言われているのか、まるでわからなかった。
main6-5,talk,,最後のそのとき、彼女は遠くの何かを見つめていたけれど、
main6-5,talk,,その先に何があるのか、わからなかった。
main6-5,wait,1
main6-5,fadeOutTextLine
main6-5,newPage
main6-5,fadeInTextLine
main6-5,wait,1
main6-5,talk,,スマホは、どこかに置かれているようだった。
main6-5,talk,,ときどき吹く風に、かたかたと画面が揺れる。
main6-5,talk,,真っ白な雲が、流れていく。
main6-5,talk,,それだけの時間が、しばらく続いた。
main6-5,wait,1
main6-5,fadeOutTextLine
main6-5,newPage
main6-5,fadeInTextLine
main6-5,wait,1
main6-5,talk,,自分でも驚くくらいの、苦しさがあった。
main6-5,talk,,そこに誰もいない。
main6-5,talk,,たった一人、取り残されている。
main6-5,talk,,カメラは空を仰ぐばかりで、辺りを見回すこともできない。
main6-5,talk,,息を呑むほどの苦しさが、胸の奥から昇ってくる。
main6-5,talk,,苦しい、恐ろしい。
main6-5,talk,,一人きりだということが。
main6-5,talk,,この、孤独が──とんでもなく、恐ろしい。
main6-5,talk,,寂しさだと、思った。
main6-5,talk,,一年前の夏、彼女は、何度も口にした。
main6-5,talk,,寂しさ。
main6-5,talk,,今、こうしてうずくまってしまうほど鋭く迫る感覚が
main6-5,talk,,「寂しさ」なのだと、そのとき、わかった。
main6-5,wait,1
main6-5,fadeOutTextLine
main6-5,newPage
main6-5,fadeInTextLine
main6-5,wait,1
main6-5,talk,,画面に映る空は、もうすっかり表情を変えている。
main6-5,talk,,かすかに、
main6-5,talk,,蝉の声とは別の、風とも違う、音が聞こえた。
main6-5,talk,,やがて音はだんだん近づいてきて、
main6-5,talk,,それが、足音だとわかった。
main6-5,talk,,足音は、ほんの少しだけ歩調を速めて、
main6-5,talk,,すぐそこで、止まった。
main6-5,wait,1
main6-5,pauseBgm
main6-5,fadeOutTextLine
main6-5,newPage
main6-5,fadeInTextLine
main6-5,wait,1
main6-5,talk,,声が聞こえた。
main6-5,talk,,蝉の声に交じって。
main6-5,talk,,真夏の青い青い空の下。
main6-5,talk,,あのときと同じように──
main6-5,wait,1
main6-5,talk,,初めて彼女に出会った、あの夏の日と同じように。
main6-5,wait,3
main6-5,fadeOut,2
main6-5,wait,3
main6-5,end,questSuccess
-,,,
main6-6,bg,scenario01
main6-6,fgClear
main6-6,hideStatus
main6-6,appendSurvivor,natsuno
main6-6,removeSurvivor,minamo
main6-6,playBgm,environment00
main6-6,wait,5
main6-6,talk,natsuno,......
main6-6,talk,natsuno,............
main6-6,talk,natsuno,........................
main6-6,talk,natsuno,......うそ
main6-6,talk,natsuno,なんで......
main6-6,talk,natsuno,......
main6-6,talk,natsuno,だって、置いてきたのに......
main6-6,talk,natsuno,どうして......？
main6-6,talk,natsuno,......
main6-6,talk,natsuno,............
main6-6,talk,natsuno,ねぇ
main6-6,talk,natsuno,......
main6-6,talk,natsuno,......約束
main6-6,talk,natsuno,約束......したじゃん
main6-6,talk,natsuno,もう、パソコンに触らないって
main6-6,talk,natsuno,話さないって......
main6-6,talk,natsuno,......
main6-6,talk,natsuno,......どうして
main6-6,talk,natsuno,......
main6-6,talk,natsuno,......それとも
main6-6,talk,natsuno,何か、わかったりした？
main6-6,talk,natsuno,......あなたの世界で
main6-6,talk,natsuno,わたしたちの、こと......
main6-6,talk,natsuno,どうして通話できるのか......
main6-6,talk,natsuno,どうして、あなたの世界では何も起きてないのか......
main6-6,talk,natsuno,......
main6-6,talk,natsuno,もし、そうだったら
main6-6,talk,natsuno,......そうだったら、いいって思う
main6-6,talk,natsuno,でも......そんなの、わたしの勝手な想像だよ
main6-6,talk,natsuno,......
main6-6,talk,natsuno,......ね
main6-6,wait,1
main6-6,camera,event-focusFg-right00
main6-6,wait,1
main6-6,fg,survivor00,right-right,2.0,depress
main6-6,wait,2
main6-6,talk,natsuno,聞こえてる......よね
main6-6,talk,natsuno,......
main6-6,waitCall,any,input_any,input_any
main6-6,label,input_any
main6-6,talk,natsuno,......
main6-6,talk,natsuno,............
main6-6,talk,natsuno,......どうして
main6-6,talk,natsuno,どうして......また、話そうと思ったの？
main6-6,talk,natsuno,どうして......
main6-6,talk,natsuno,......
main6-6,talk,natsuno,あれから......
main6-6,talk,natsuno,あなたにさよならを言ってから
main6-6,pauseBgm
main6-6,talk,natsuno,まだ──
main6-6,wait,2
main6-6,talk,natsuno,一週間も、経ってないのに
main6-6,wait,3
main6-6,end,ending,main6
-,,,
